PKGID,ORDER,BORROWERID,BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC
198001059,1,B2977,INSTITUTO DE CREDI TO OFICIAL,ICO,SPAIN,ESP,K64
198001060,1,B3053,INVESTICIONA BANKA TITOGRAD-UDRUZENA BANKA,,YUGOSLAVIA,YUG,
198001060,2,B0812,UDRUZENA BEOGRADSKA BANKA,,YUGOSLAVIA,YUG,
198001060,3,B5886,VJVODJANSKA TITOGRAD-UDRUZENA BANKA NOVI SAD,,YUGOSLAVIA,YUG,
198001061,1,B3075,ISLAND CREEK COAL COMPANY,,UNITED STATES OF AMERICA (THE),USA,B05
198001062,1,B3097,ITAIPU BINACIONAL,,BRAZIL,BRA,D35
198001063,1,B3097,ITAIPU BINACIONAL,,BRAZIL,BRA,D35
198001064,1,B3097,ITAIPU BINACIONAL,,BRAZIL,BRA,D35
198001065,1,B3097,ITAIPU BINACIONAL,,BRAZIL,BRA,D35
198001066,1,B3671,MEPC LTD,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,"L68
"
198001067,1,B4043,NORSK OLJE,,NORWAY,NOR,D35
198001068,1,B4047,NORSK SKOGINDUSTRIER A/S,,NORWAY,NOR,C17
198001069,1,B4047,NORSKE SKOG,,NORWAY,NOR,C17
198001070,1,B4120,OCEAN TRANSPORT AND TRADING LTD,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,K64
198001071,1,B4155,OLAYAN REAL ESTATE CO,,SAUDI ARABIA,SAU,L68
198001072,1,B4159,OLIVETTI INTERNATIONAL SA,,ITALY,ITA,C32
198001073,1,B4184,ORION LEASING INTERNATIONAL LTD,,CAYMAN ISLANDS (THE),CYM,
198001074,1,B4237,PAKISTAN INTERNATIONAL AIRLINES,,PAKISTAN,PAK,H51
198001075,1,B4237,PAKISTAN INTERNATIONAL AIRLINES,,PAKISTAN,PAK,H51
198001076,1,B4237,PAKISTAN INTERNATIONAL AIRLINES CORP,,PAKISTAN,PAK,H51
198001077,1,B4363,PETROLEOS MEXICANOS,PEMEX,MEXICO,MEX,C19
198001078,1,B4363,PETROLEOS MEXICANOS,PEMEX,MEXICO,MEX,C19
198001079,1,B4384,PHILIPPINE HOSPITALS AND HEALTH SERVICE,,PHILIPPINES (THE),PHL,Q86
198001080,1,B4396,PHILLIPS PETROLEUM COMPANY,,PHILIPPINES (THE),PHL,C19
198001081,1,B4463,POTASAS DE NAVARRA,,SPAIN,ESP,B07
198001082,1,B4473,PREFEITURA MUNICIPAL DE SAO PAULO,,BRAZIL,BRA,O84
198001083,1,B4487,PRIVREDNA BANKA,,YUGOSLAVIA,YUG,K64
198001084,1,B4621,RANK ORGANISATION LTD,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,C18
198001085,1,B2511,REPUBLIC OF PERU,,PERU,PER,O84
198001086,1,B2540,REPUBLIC OF TRINIDAD AND TOBAGO,,TRINIDAD AND TOBAGO,TTO,O84
198001087,1,B2524,REPUBLIC OF UPPER VOLTA,,UPPER VOLTA,HVO,O84
198001088,1,B4815,SAMARCO MINERACAO SA,,BRAZIL,BRA,B07
198001089,1,B4859,SAUDI ARABIAN AGRICULTURE AND DAIRY CO,,SAUDI ARABIA,SAU,O84
198001090,1,B4859,SAUDI ARABIAN AGRICULTURE AND DAIRY CO,,SAUDI ARABIA,SAU,O84
198001091,1,B4872,SAUDI HOTELS AND RESORT AREAS CO,,SAUDI ARABIA,SAU,I55
198001092,1,B5002,SIAM CREDIT CORPORATION LTD,,THAILAND,THA,K64
198001093,1,B5144,SOCIETE ITALO-TUNISIENNE D'EXPLOITATION PETROLIIRE,SITEP,TUNISIA,TUN,C19
198001094,1,B5146,SOCIETE IVOIRIENNE MARITIME,SIVOMAR,COTE D'IVOIRE,CIV,K64
198001095,1,B5158,SOCIETE NATIONALE DE FABRICATION ET DE MONTAGE DU MATERIEL ELECTRIQUE ET ELECTRONIC SONEIEC,,,,
198001096,1,B5161,SOCIETE NATIONALE DE SIDERURGIE (ALGERIA),SNS,ALGERIA,DZA,C32
198001097,1,B2503,STATE OF LAGOS,,NIGERIA,NGA,O84
198001098,1,B2457,STATE OF MINAS GERAIS,,BRAZIL,BRA,O84
198001099,1,B2457,STATE OF RIO GRANDE DEL SOL,,BRAZIL,BRA,O84
198001100,1,B5414,TAIWAN POWER COMPANY,,TAIWAN (PROVINCE OF CHINA),TWN,D35
198001101,1,B5414,TAIWAN POWER CORP,,TAIWAN (PROVINCE OF CHINA),TWN,D35
198001102,1,B5569,TONG TUMASEK(HONG KONG) LTD,,HONG KONG,HKG,
198001103,1,B5569,TONG TUMASEK(HONG KONG) LTD,,HONG KONG,HKG,
198001104,1,B2496,UNITED MEXICAN STATES,,MEXICO,MEX,O84
198001105,1,B6003,WORID BANK,,,,
198001106,1,B6025,YACIMIENTOS PETROLEOS FISCALES,YPF,ARGENTINA,ARG,D35
198002001,1,B0010,AKTIEBOLAGET STATENS SKOGSINDUSTRIER,ASSI,SWEDEN,SWE,C16
198002002,1,B0208,ALPARGATAS SAIC,,ARGENTINA,ARG,C32
198002003,1,B0220,ALUMINO ESPANOL,,SPAIN,ESP,C32
198002004,1,B0305,ANSETT TRANSPORT INDUSTRIES (OPERATIONS) PROPRIETARY LTD,,AUSTRALIA,AUS,C30
198002005,1,B0471,AUTOPISTAS VASCO ARAGONESA,AVASA,SPAIN,ESP,
198002006,1,B0471,AUTOPISTAS VASCO ARAGONESA,AVASA,SPAIN,ESP,
198002007,1,B0472,AUTOPISTAS VASCO MONTANESA,,SPAIN,ESP,
198002008,1,B0472,AUTOPISTAS VASCO MONTANESA,,SPAIN,ESP,
198002009,1,B0471,AUTOPISTAS VASCO ARAGONESA CONCESSIONARIA ESPANOLA SA,AVASA,SPAIN,ESP,
198002010,1,B0474,AUTOPISTAS DEL ATLANTICO,,SPAIN,ESP,O84
198002011,1,B0474,AUTOPISTAS DEL ATLANTICO,,SPAIN,ESP,O84
198002012,1,B0475,AUTOPISTAS DEL MARE NOSTRUM,,SPAIN,ESP,
198002013,1,B0626,BANCO NACIONAL DE AHORRO Y PRESTAMO,BANAP,VENEZUELA,VEN,K64
198002014,1,B0569,BANCO DE LA NACION ARGENTINA,,ARGENTINA,ARG,K64
198002015,1,B0683,BANK HANDLOWY W WARSAWIE,,POLAND,POL,K64
198002016,1,B0725,BANQUE ALGERIENNE DE DEVELOPPEMENT,BAD,ALGERIA,DZA,
198002017,1,B0730,BANQUE DE DEVELOPPEMENT REPUBLIC OF NIGER DE LA REPUBLIQUE DU NIGE,BDRN,NIGER (THE),NER,O84
198002018,1,B0829,BETICA DE AUTOPISTAS,,SPAIN,ESP,O84
198002019,1,B1009,CA VENEZOLANA DE CEMENTOS,,VENEZUELA (BOLIVARIAN REPUBLIC OF),VEN,
198002019,2,B1007,CA VENCEMOS LARA,,SPAIN,ESP,
198002019,3,B1008,CA VENCEMOS MARA,,SPAIN,ESP,
198002020,1,B1017,CADAFE,,VENEZUELA (BOLIVARIAN REPUBLIC OF),VEN,
198002020,2,B2171,FERROCARRILES DEL ESTADO,,CHILE,CHL,H49
198002020,3,B2995,INTER ALUMINA,,ARGENTINA,ARG,C32
198002020,4,B5829,VENALUM,,VENEZUELA (BOLIVARIAN REPUBLIC OF),VEN,C32
198002020,5,B1081,CARACAS METRO,,VENEZUELA (BOLIVARIAN REPUBLIC OF),VEN,H49
198002020,6,B1881,EDECA,,GERMANY,DEU,G47
198002020,7,B2989,INSTITUTO NACIONAL DE PUERTOS AERONAUTICA CIVIL,,VENEZUELA (BOLIVARIAN REPUBLIC OF),VEN,O84
198002021,1,B1017,CADAFE,,VENEZUELA (BOLIVARIAN REPUBLIC OF),VEN,D35
198002021,2,B2171,FERROCARRILES DEL ESTADO,,CHILE,CHL,H49
198002021,3,B2995,INTER ALUMINA,,ARGENTINA,ARG,C32
198002021,4,B5829,VENALUM,,VENEZUELA (BOLIVARIAN REPUBLIC OF),VEN,C32
198002021,5,B1081,CARACAS METRO,,VENEZUELA (BOLIVARIAN REPUBLIC OF),VEN,H49
198002021,6,B1881,EDECA,,GERMANY,DEU,G47
198002021,7,B2989,INSTITUTO NACIONAL DE PUERTOS AERONAUTICA CIVIL,,VENEZUELA (BOLIVARIAN REPUBLIC OF),VEN,O84
198002022,1,B1176,CENTRAL BANK OF MALAGASY,,MADAGASCAR,MDG,K64
198002023,1,B1176,CENTRAL BANK OF MALAGASY,,MADAGASCAR,MDG,K64
198002024,1,B1197,CENTRO CIUDAD COMERCIAL TAMANACO SA,,VENEZUELA (BOLIVARIAN REPUBLIC OF),VEN,L68
198002025,1,B1212,CERRO MATOSO SA,,COLOMBIA,COL,B09
198002026,1,B1269,CHINA AIRLINES,,CHINA,CHN,H51
198002027,1,B1321,CIA IBERICA REFINADORA DE PETROLEOS SA,PETROLIBER,SPAIN,ESP,
198002028,1,B1492,COMPANHIA VALE DO RIO DOCE,CVRD,BRAZIL,BRA,B07
198002029,1,B1492,COMPANHIA VALE DO RIO DOCE,CVRD,BRAZIL,BRA,B07
198002030,1,B1556,CONTINENTAL DE CREDITOS MERCANTILES CA,CREMERCA,VENEZUELA,VEN,
198002031,1,B1594,CORPORACION MERCADEO DE AGRICOLA,,ITALY,ITA,
198002032,1,B1804,DOLE THAILAND,,THAILAND,THA,C10
198002033,1,B1828,DRAGADOS Y CONSTRUCCIONES SA,,SPAIN,ESP,F42
198002034,1,B1924,ELECTRICITY SUPPLY BOARD IRELAND,ESB,IRELAND,IRL,D35
198002035,1,B1934,ELEKTRICITETSSELSKABET ISEFJORDVAERKET INTERESSENTSKAB,IFV POWER CO,DENMARK,DNK,D35
198002036,1,B1976,EMPRESA LINEAS MARITIMAS ARGENTINAS SA,,ARGENTINA,ARG,H50
198002037,1,B1988,EMPRESA NACIONAL DE INVESTIGATION Y EXPLOITATION DE PETROLEO SA,ENIEPSA,,,
198002038,1,B2002,EMPRESA PUBLICA DE ELECTRICIDAD DEL PERU,ELECTROPERU,PERU,PER,D35
198002039,1,B2026,ENTE NAZIONALE PER I'ENERGIE ELETTRICA,ENEL,ITALY,ITA,D35
198002040,1,B2457,ESTADO DE SAO PAULO,,BRAZIL,BRA,O84
198002041,1,B2100,EUROVIAS CONCESIONARIA ESPANOLA DE AUTOPISTAS SA,,SPAIN,ESP,
198002042,1,B2100,EUROVIAS CONCESIONARIA ESPANOLA DE AUTOPISTAS SA,,SPAIN,ESP,
198002043,1,B2100,EUROVIAS CONCESIONARIA ESPANOLA DE AUTOPISTAS SA,,SPAIN,ESP,
198002044,1,B2100,EUROVIAS CONCESIONARIA ESPANOLA DE AUTOPISTAS SA,,SPAIN,ESP,
198002045,1,B2263,FLOVEN SA,,VENEZUELA,VEN,Q86
198002046,1,B2710,HELLENIC AIRCRAFT INDUSTRY LTD,,GREECE,GRC,H51
198002047,1,B2720,HERACLES GENERAL CEMENT CO,,GREECE,GRC,C23
198002048,1,B2737,HIDROELECTRICA DE CATALUNA SA,HECSA,SPAIN,ESP,D35
198002049,1,B2853,HUTCHISON WHAMPOA LTD,,HONG KONG,HKG,K64
198002050,1,B2853,HUTCHISON WHAMPOA LTD,,HONG KONG,HKG,K64
198002051,1,B2986,INSTITUTO NACIONAL DE LA VIVIENDA,INAVI,DOMINICA,DMA,O84
198002052,1,B3026,INTERNATIONAL INVESTMENT BANK,IIB,SUPRANATIONAL,,K64
198002053,1,B2451,KINGDOM OF BELGIUM,,BELGIUM,BEL,O84
198002054,1,B2533,KINGDOM OF SWEDEN,,SWEDEN,SWE,O84
198002055,1,B3319,KOWLOON MOTOR BUS CO LTD,,HONG KONG,HKG,H49
198002056,1,B3535,MABCO,,SAUDI ARABIA,SAU,
198002057,1,B3635,MCS-SPA,,ITALY,ITA,C32
198002058,1,B3640,MECCANICA FINANZIARA INTERNATIONAL,,LUXEMBOURG,LUX,
198002059,1,B3893,NATIONAL INVESTMENT AND DEVELOPMENT CORPORATION,,PHILIPPINES (THE),PHL,O84
198002060,1,B3901,NATIONAL MEAT PLANTS COMPANY,,SUPRANATIONAL,,
198002061,1,B3901,NATIONAL MEAT PLANTS COMPANY,,SUPRANATIONAL,,
198002062,1,B3920,NATIONALE NEDERLANDEN HOLDINVEST BV,,NETHERLANDS (THE),NLD,K64
198002063,1,B3928,NCHANGA CONSOLIDATED COPPER MINES,,ZAMBIA,ZMB,B07
198002064,1,B3953,NEW FINANCE PTY LTD,,UNITED STATES OF AMERICA (THE),USA,
198002065,1,B2501,NEW ZEALAND,,NEW ZEALAND,NZL,O84
198002066,1,B4152,OK UNION,,UNITED STATES OF AMERICA (THE),USA,P85
198002067,1,B4112,OBRAS SANITARIAS DE LA NACION,,ARGENTINA,ARG,E37
198002068,1,B4187,ORKLA INDUSTRIER AS,,NORWAY,NOR,G47
198002069,1,B4376,PHH LEASING LTD,,UNITED STATES OF AMERICA (THE),USA,K64
198002070,1,B4785,SABENA MINING CORPORATION,,PHILIPPINES (THE),PHL,B07
198002071,1,B4951,SERVICIOS ELECTRICOS DE GRAN BUENOS AIRES,SEGBA,ARGENTINA,ARG,D35
198002072,1,B2207,SOCIETA FINANZIARIA MECCANICA SPA,FINMECCANICA,ITALY,ITA,K64
198002073,1,B5414,TAIWAN POWER CORPORATION,,TAIWAN (PROVINCE OF CHINA),TWN,D35
198002074,1,B5472,TELEFONOS DE MEXICO,,MEXICO,MEX,
198002075,1,B5483,TERMICAS DEL BESOS,,SPAIN,ESP,D35
198002076,1,B5653,TUNIS AIR,,TUNISIA,TUN,H51
198002077,1,B5925,WEATHERFORD INTERNATIONAL INC,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,B09
198002078,1,B2030,YACYRETA,,ARGENTINA,ARG,F42
198002079,1,B2030,YACYRETA,,ARGENTINA,ARG,F42
198002080,1,B6063,ZAGREBACKA BANKA,,CROATIA,HRV,K64
198003001,1,B0179,ALIANZA NAVIERA ARGENTINA SA,,ARGENTINA,ARG,
198003002,1,B0409,ASSOCIATION OF YUGOSLAVIAN BANK,,YUGOSLAVIA,YUG,K64
198003003,1,B0742,BANQUE NATIONALE D'ALGERIE,BNA,ALGERIA,DZA,K64
198003004,1,B1192,CENTRALE NUCLEAIRE EUROPIENNE H NEUTRONS RAPIDES SA,NERSA,FRANCE,FRA,D35
198003005,1,B1271,CHINA CEMENT CO (HONG KONG),,HONG KONG,HKG,C23
198003006,1,B1271,CHINA CEMENT CO (HONG KONG),,HONG KONG,HKG,C23
198003007,1,B2545,CITY OF GLASGOW,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,O84
198003008,1,B1479,COMPANHIA ESTADUAL DE ELECTRICAS,,PUERTO RICO,PRI,D35
198003009,1,B1508,COMPANIA TELEFONICO NACIONAL DE ESPANA,CTNE,SPAIN,ESP,J61
198003010,1,B1529,CONSEJO ESTATAL DEL AZUCAR,,DOMINICAN REPUBLIC (THE),DOM,C10
198003011,1,B1638,CREDIT NATIONAL,,FRANCE,FRA,
198003012,1,B1765,DEUTSCHE AUSSENHANDELSBANK AG,,GERMANY,DEU,K64
198003013,1,B1775,DEVELOPMENT FINANCE CORP OF NEW ZEALAND,,NEW ZEALAND,NZL,K66
198003014,1,B2464,DISTRISTO ESPECIAL DE BOGOTA,,COLOMBIA,COL,O84
198003015,1,B1972,EMPRESA ELECTRICA EL ORO,,ECUADOR,ECU,C32
198003016,1,B1972,EMPRESA ELECTRICA EL ORO,,ECUADOR,ECU,C32
198003017,1,B1982,EMPRESA NACIONAL DE AUTOCIONES SA,ENASA,SPAIN,ESP,
198003018,1,B2003,EMPRESAS MUNICIPALES DE CALI,EMCALI,COLOMBIA,COL,D35
198003019,1,B2100,EUROVIAS CONCESIONARIA ESPANOLA DE AUTOPISTAS SA,,SPAIN,ESP,F42
198003020,1,B2163,FEMLUX,,SPAIN,ESP,G46
198003021,1,B2176,FERTILISERS OF TRINIDAD & TOBAGO,FERTRIN,TRINIDAD & TOBAGO,TTO,C20
198003022,1,B2176,FERTILISERS OF TRINIDAD & TOBAGO,FERTRIN,TRINIDAD & TOBAGO,TTO,C20
198003023,1,B2316,FUERZAS ELECTRICAS DE CATALUNA SA,FECSA,SPAIN,ESP,D35
198003024,1,B2317,FUERZAS ELECTRICAS DEL NOROESTE SA,FENOSA,SPAIN,ESP,D35
198003025,1,B2494,GOVERNMENT OF MALAYSIA,,MALAYSIA,MYS,O84
198003026,1,B2563,GRAND METROPOLITAN LTD,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,I55
198003027,1,B2545,GREATER LONDON COUNCIL,GLC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,O84
198003028,1,B2858,HYDRO QUEBEC,,FRANCE,FRA,D35
198003029,1,B2858,HYDRO QUEBEC,,FRANCE,FRA,D35
198003030,1,B3165,JOHNSON MATTHEY & CO LTD,,BRITISH INDIAN OCEAN TERRITORY (THE),IOT,C21
198003031,1,B3211,KAUKAS AB,,FINLAND,FIN,C17
198003032,1,B3555,MALAYSIA LNG,,MALAYSIA,MYS,D35
198003033,1,B3555,MALAYSIA LNG,,MALAYSIA,MYS,D35
198003034,1,B3640,MECCANICA FINANZIARIA INTERNATIONAL SA,,LUXEMBOURG,LUX,K64
198003035,1,B3712,MEXINOX,,MEXICO,MEX,C32
198003036,1,B3793,MONTAGUE L MEYER LTD,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,K65
198003037,1,B3820,MOTOLEASE LTD,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,G47
198003038,1,B2516,MUNICIPALITY OF QUITO,,ECUADOR,ECU,O84
198003039,1,B4037,NORRLANDS SKOGSAGAVES CELLULOSA AKTIEBOLAG,NCB,SWEDEN,SWE,C16
198003040,1,B4163,OLYMPIC AIRWAYS,,GREECE,GRC,H51
198003041,1,B4163,OLYMPIC AIRWAYS,,GREECE,GRC,H51
198003042,1,B4286,PARTREDERIET WILNORA,,,,
198003043,1,B4382,PHILIPPINE AIRLINES INC,,PHILIPPINES (THE),PHL,H51
198003044,1,B4382,PHILIPPINE AIRLINES INC,,PHILIPPINES (THE),PHL,H51
198003045,1,B2507,PRESIDENT OF THE ISLAMIC REPUBLIC OF PAKISTAN,,PAKISTAN,PAK,O84
198003046,1,B4599,QUIMICA DE PORTUGAL,QUIMICAL,PORTUGAL,PRT,P85
198003047,1,B2517,REPUBLIC OF KOREA,,KOREA (THE REPUBLIC OF),KOR,O84
198003048,1,B4726,ROLLS-ROYCE LTD,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,C29
198003049,1,B4726,ROLLS-ROYCE LTD,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,C29
198003050,1,B4728,ROMANIAN BANK FOR FOREIGN TRADE,,ROMANIA,ROU,K64
198003051,1,B4728,ROMANIAN BANK FOR FOREIGN TRADE,,ROMANIA,ROU,K64
198003052,1,B4828,SAN MIGUEL CORPORATION,,PHILIPPINES (THE),PHL,K64
198003053,1,B5108,SOCIETA FINANZIARIA TELEFONICA,STET,ITALY,ITA,J61
198003054,1,B5183,SODESUCRE,,IVORY COAST,CIV,
198003055,1,B5653,TUNIS AIR,,TUNISIA,TUN,H51
198003056,1,B5653,TUNIS AIR,,TUNISIA,TUN,H51
198004001,1,B0171,ALCOA OF GREAT BRITAIN LTD,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,
198004002,1,B0380,ASIA HERTEL TUNGSTEN CO LTD,,"KOREA, REPUBLIC OF",KOR,I55
198004003,1,B0392,ASLAND SA,,SPAIN,ESP,C23
198004004,1,B0618,BANCO MERCANTIL ARGENTINA SA,,ARGENTINA,ARG,K64
198004005,1,B0635,BANCO NACIONAL DE FOMENTO,,ECUADOR,ECU,K64
198004006,1,B0683,BANK HANDLOWY W WARSAWIE,,POLAND,POL,K64
198004007,1,B0694,BANK OF CHINA,,CHINA,CHN,K64
198004008,1,B0701,BANK OF GREECE,,GREECE,GRC,K64
198004009,1,B0710,BANK OF THAILAND,,THAILAND,THA,K64
198004010,1,B0873,BOLIDEN AB,,SWEDEN,SWE,B07
198004011,1,B1081,CARACAS METRO,,VENEZUELA (BOLIVARIAN REPUBLIC OF),VEN,H49
198004012,1,B1179,CENTRAL BANK OF THE PHILIPPINES,,PHILIPPINES (THE),PHL,K64
198004013,1,B1209,CERAMIC INDUSTRIES CORPORATION,,BURMA,MMR,C23
198004014,1,B1589,CORPORACION VENEZOLANA DE FOMENTO,CVF,VENEZUELA (BOLIVARIAN REPUBLIC OF),VEN,
198004015,1,B1765,DEUTSCHE AUSSENHANDEISBANK AG,,GERMANY,DEU,K64
198004016,1,B1866,EASTERN AIRLINES INC.,,UNITED STATES,USA,H51
198004017,1,B1885,EDOK SA-ETER SA,,GREECE,GRC,F41
198004018,1,B2005,EMPRESA PUBLICAS DE MEDELLIN,,COLOMBIA,COL,D35
198004019,1,B2061,ESSELTE AB,,SWEDEN,SWE,C32
198004020,1,B2173,FERROVIE DELLO STATO (ITALIAN STATE RAILWAYS),,ITALY,ITA,H49
198004021,1,B4563,GREEK PUBLIC POWER CORP,,GREECE,GRC,D35
198004022,1,B2780,HONAM OIL REFINERY,,KOREA (THE REPUBLIC OF),KOR,C19
198004023,1,B2889,IMATRAN VOIMA OY,,FINLAND,FIN,D35
198004024,1,B2503,IMO-STATE OF NIGERIA,,NIGERIA,NGA,O84
198004025,1,B2529,JUNTA DE DEFENSA NACIONAL,,SPAIN,ESP,O84
198004026,1,B3253,KINGDOM OF LESOTHO,,LESOTHO,LSO,O84
198004027,1,B1277,KOWLOON ELECTRICITY SUPPLY COMPANY LTD,KESCO,HONG KONG,HKG,D35
198004028,1,B1277,KOWLOON ELECTRICITY SUPPLY COMPANY LTD,KESCO,HONG KONG,HKG,D35
198004029,1,B3523,LUOSSAVAARA KIIRUNAVAARA AB,LKAB,SWEDEN,SWE,B07
198004030,1,B3893,NATIONAL INVESTMENT & DEVELOPMENT CORPORATION,NIDC,PHILIPPINES (THE),PHL,O84
198004031,1,B3900,NATIONAL MARINE SERVICES CO,,UNITED ARAB EMIRATES,ARE,C32
198004032,1,B3900,NATIONAL MARINE SERVICES CO,,UNITED ARAB EMIRATES,ARE,C32
198004033,1,B4020,NORDIC INVESTMENT BANK,,FINLAND,FIN,K64
198004034,1,B4237,PAKISTAN INTERNATIONAL AIRLINES,PIA,PAKISTAN,PAK,H51
198004035,1,B4360,PETROLEO BRASILEIRO,PETROBRAS,BRAZIL,BRA,C19
198004036,1,B4387,PHILIPPINES NATIONAL BANK,,PHILIPPINES (THE),PHL,K64
198004037,1,B2444,REPUBLIC OF ARGENTINA,,ARGENTINA,ARG,O84
198004038,1,B2464,REPUBLIC OF COLOMBIA,,COLOMBIA,COL,O84
198004039,1,B4744,SARAWAK SHELL,,MALAYSIA,MYS,C32
198004040,1,B4908,SEA CONTAINERS CHARTERING LTD,,UNITED KINGDOM,GBR,C32
198004041,1,B4744,SHELL FINANCE (AUSTRALIA) LTD,,AUSTRALIA,AUS,
198004042,1,B4990,SHOBOKSHI GROUP,,SAUDI ARABIA,SAU,F42
198004043,1,B5014,SIG BERGESEN DY & CO,,NORWAY,NOR,H50
198004044,1,B5014,SIG BERGESEN DY & CO,,NORWAY,NOR,H50
198004045,1,B5038,SINTEL LIMITED,,SINGAPORE,SGP,J61
198004046,1,B5114,SOCIETA METALLURGICA ITALIANA SPA,SMI,ITALY,ITA,C32
198004047,1,B5319,STAVANGER AMERICAN SCHOOL,,NORWAY,NOR,P85
198004048,1,B57151,UNION ELECTRICA SA,,SPAIN,ESP,D35
198004049,1,B57151,UNION ELECTRICA SA,,SPAIN,ESP,D35
198005001,1,B0038,ABU DHABI PETROLEUM PORTS OPERATING CO,ADPPOC,UNITED ARAB EMIRATES (THE),ARE,C19
198005002,1,B0104,AGIP NUCLEARE SPA,,ITALY,ITA,D35
198005003,1,B0127,AIR FRANCE,,FRANCE,FRA,H51
198005004,1,B0412,ASTILLEROS Y FABRICAS NAVALES DEL ESTADO,AFNE,ARGENTINA,ARG,O84
198005005,1,B0474,AUTOPISTAS DEL ATLANTICO,,SPAIN,ESP,F42
198005006,1,B0475,AUTOPISTAS DEL MARE NOSTRUM,AUMAR,SPAIN,ESP,
198005007,1,B0475,AUTOPISTAS DEL MARE NOSTRUM,AUMAR,SPAIN,ESP,
198005008,1,B0531,BANCO AMBROSIANO HOLDING SA,,ITALY,ITA,K64
198005009,1,B0550,BANCO CREDITO AGRICOLA DE CARTAGO,,COSTA RICA,CRI,K64
198005010,1,B0987,BURMAH OIL,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,C19
198005011,1,B1058,CANADA NORTHWEST OILS (EUROPE) BV,,SPAIN,ESP,C19
198005012,1,B1507,COMPANIA SEVILLANA DE ELECTRICIDAD,,SPAIN,ESP,D35
198005013,1,B1515,CONCESSIONI E COSTRUZIONI AUTOSTRADE SPA,,ITALY,ITA,F42
198005014,1,B1563,CONTROL Y APLICACIONES,,SPAIN,ESP,F43
198005015,1,B0429,COSTRUZIONI AERONAUTICHE GIOVANNI AUGUSTA SPA,,ITALY,ITA,C32
198005016,1,B1710,DANSK LANDBRUGS GROVVARESELSKAB AMBA,,DENMARK,DNK,G45
198005017,1,B2506,DIRECTORATE GENERAL OF FINANCE OF THE SULTANATE OF OMAN,,OMAN,OMN,O84
198005018,1,B1903,EL-SHAMS PYRAMIDS CO,,EGYPT,EGY,I55
198005019,1,B1918,ELECTRICITY COMMISSION OF NEW SOUTH WALES,,AUSTRALIA,AUS,O84
198005020,1,B1982,EMPRESA NACIONAL DE AUTOCAMIONES SA,ENASA,SPAIN,ESP,C29
198005021,1,B1984,EMPRESA NACIONAL DE ELECTRICIDAD SA (CHILE),ENDESA,CHILE,CHL,D35
198005022,1,B1986,EMPRESA NACIONAL DE EXPLOSIVOS SA,ENAEX,CHILE,CHL,C32
198005023,1,B2503,FEDERAL REPUBLIC OF NIGERIA,,NIGERIA,NGA,O84
198005024,1,B2317,FUERZAS ELECTRICAS DEL NOROESTE,FENOSA,SPAIN,ESP,D35
198005025,1,B2317,FUERZAS ELECTRICAS DEL NOROESTE SA,FENOSA,SPAIN,ESP,D35
198005026,1,B2503,GOVERNMENT OF PLATEAU STATE OF NIGERIA,,NIGERIA,NGA,O84
198005027,1,B2740,HIDROELECTRICA IBERICA IBERDUERO,,SPAIN,ESP,D35
198005028,1,B2945,INDUSTRIAS POLIFIL & TEXEI SA DE CV,,MEXICO,MEX,C32
198005029,1,B2949,INDUSTRIE ZANUSSI SPA OF PORDENONE,,ITALY,ITA,C32
198005030,1,B2986,INSTITUTE NACIONAL DE VIVIENDA,INAVI,DOMINICAN REPUBLIC (THE),DOM,S95
198005031,1,B3091,ISTITUTO MOBILIARE ITALIANO,IMI,ITALY,ITA,O84
198005032,1,B2529,JUNTA DE DEFENSA NACIONAL,,SPAIN,ESP,O84
198005033,1,B2497,KINGDOM OF MOROCCO,,MOROCCO,MAR,O84
198005034,1,B3289,KOREA ELECTRIC COMPANY,KECO,KOREA (THE REPUBLIC OF),KOR,D35
198005035,1,B3290,KOREA EXCHANGE BANK,KEB,KOREA (THE REPUBLIC OF),KOR,K64
198005036,1,B3569,MANILA ELECTRIC CO,MECO,PHILIPPINES (THE),PHL,D35
198005037,1,B4040,NORSK HYDRO A/S,,NORWAY,NOR,C32
198005038,1,B4040,NORSK HYDRO A/S,,NORWAY,NOR,C32
