,original_index,PKGID,ORDER,BORROWERID,BORROWER,CLEAN_BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC,CLUSTER,IMPUTED,,
8494,8494,198510056,1,B1399,COLORADA INTERSTATE CORP,COLORADA INTERSTATE CORP,CIC,UNITED STATES,USA,D35,3655,0,,
9736,9736,198610060,1,B1399,COLORADO INTERSTATE CORPORATION,COLORADO INTERSTATE CORPORATION,CIC,UNITED STATES,USA,D35,4192,0,,
11261,11261,198709177,1,B1399,COLORADO INTERSTATE CORP,COLORADO INTERSTATE CORP,CIC,US,USA,C19,3654,0,,
12102,12102,198804058,1,B1400,COLOROLL GROUP PLC,COLOROLL GROUP PLC,,UNITED KINGDOM,GBR,C31,8532,0,,
13272,13272,198901080,1,B1400,COLOROLL GROUP,COLOROLL GROUP,,UNITED KINGDOM,GBR,C31,8634,0,,
7319,7319,198408127,1,B1401,COLT INDUSTRIES INC,COLT INDUSTRIES INC,,UNITED STATES,USA,G45,8073,0,,
10024,10024,198612141,1,B1402,COLUMBIA CENTER,COLUMBIA CENTER,,UNITED STATES,USA,N77,7112,0,,
14387,14387,199001097,1,B1403,COLUMBIA SUSSEX CORP,COLUMBIA SUSSEX CORP,,USA,USA,I55,3695,0,,
11766,11766,198801104,1,B1404,COLUMBUS CAPITAL CORP,COLUMBUS CAPITAL CORP,,UNITED STATES,USA,K64,3523,0,,
5870,5870,198302003,1,B1405,COMALCO,COMALCO,,AUSTRALIA,AUS,O84,7510,0,,
9373,9373,198607094,1,B1406,COMBINED LEASE FINANCE PLC,COMBINED LEASE FINANCE PLC,,UNITED KINGDOM,GBR,K64,2017,0,,
11394,11394,198710091,1,B1406,COMBINED LEASE FINANCE,COMBINED LEASE FINANCE,,UNITED KINGDOM,GBR,K64,2119,0,,
12721,12721,198809127,1,B1406,COMBINED LEASE FINANCE,COMBINED LEASE FINANCE,,UNITED KINGDOM,GBR,K64,2119,0,,
14824,14824,199005069,1,B1406,COMBINED LEASE FINANCE PLC,COMBINED LEASE FINANCE PLC,,UNITED KINGDOM,GBR,K64,2017,0,,
8744,8744,198512075,1,B1407,COMBINED METALS CORP,COMBINED METALS CORP,,UNITED STATES,USA,C24,3704,0,,
7687,7687,198411116,1,B1408,COMBUSTION ENGINEERING,COMBUSTION ENGINEERING,,UNITED STATES,USA,F43,6406,0,,
11916,11916,198802096,1,B1408,COMBUSTION ENGINEERING INC,COMBUSTION ENGINEERING INC,,UNITED STATES,USA,F42,6411,0,,
7320,7320,198408128,1,B1409,COMCAST CABLEVISION OF BALTIMORE COUNTY,COMCAST CABLEVISION BALTIMORE COUNTY,,UNITED STATES,USA,J61,7372,0,,
1308,1308,197802008,1,B1410,COMDIMA,COMDIMA,,VENEZUELA,VEN,F42,7459,0,,
10823,10823,198706088,1,B1411,COMDISCO INC,COMDISCO INC,,US,USA,M74,8259,0,,
13727,13727,198907121,1,B1411,COMDISCO,COMDISCO,,UNITED STATES,USA,M74,7828,0,,
123,123,197401122,2,B1412,"COMERCIAIS E MINERACAO, BRAZIL",COMERCIAIS E MINERACAO BRAZIL,,BRAZIL,BRA,B07,6867,0,,
10924,10924,198707086,1,B1413,COMINCO ALASKA INC,COMINCO ALASKA INC,,US,USA,C24,8378,0,,
12452,12452,198807091,1,B1413,COMINCO ALASKAINC,COMINCO ALASKAINC,,USA,USA,C24,7780,0,,
12572,12572,198808103,1,B1413,COMINCO ALASKA INC,COMINCO ALASKA INC,,UNITED STATES,USA,C24,8378,0,,
451,451,197508007,1,B1414,COMISION EJECUTIVA HIDROELECTRICA DEL RIO LAMPA,COMISION EJECUTIVA HIDROELECTRICA DEL RIO LAMPA,,EL SALVADOR,SLV,D35,4385,0,,
3,3,197401004,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,,MEXICO,MEX,D35,588,0,,
31,31,197401032,1,B1415,"COMISION FEDERAL DE ELECTRIDAD, MEXICO",COMISION FEDERAL DE ELECTRIDAD MEXICO,,MEXICO,MEX,O84,591,0,,
170,170,197401167,1,B1415,"COMISION FEDERAL DE ELECTRICIDAD, MEXICO",COMISION FEDERAL DE ELECTRICIDAD MEXICO,,MEXICO,MEX,D35,590,0,,
335,335,197502002,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,,MEXICO,MEX,D35,588,0,,
830,830,197611010,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,,MEXICO,MEX,D35,588,0,,
1242,1242,197712007,1,B1415,"COMISION FEDERAL DE ELECTRICIDAD MEXICO, DF",COMISION FEDERAL DE ELECTRICIDAD MEXICO DF,,MEXICO,MEX,D35,589,1,,
1365,1365,197803015,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,,MEXICO,MEX,D35,588,0,,
1564,1564,197807013,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,,MEXICO,MEX,D35,588,0,,
1711,1711,197810016,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,,MEXICO,MEX,D35,588,0,,
1767,1767,197811020,1,B1415,COMISION FEDERAL DE ELECTRICIDAD MEXICO DF,COMISION FEDERAL DE ELECTRICIDAD MEXICO DF,,MEXICO,MEX,D35,589,0,,
2156,2156,197905021,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,,MEXICO,MEX,D35,588,1,,
2356,2356,197908019,1,B1415,COMISION FEDERALE DE ELECTRICIDAD,COMISION FEDERALE DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,598,1,,
2357,2357,197908020,1,B1415,COMISION FEDERALE DE ELECTRICIDAD,COMISION FEDERALE DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,598,1,,
2455,2455,197909023,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,588,1,,
2521,2521,197910005,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,588,1,,
2581,2581,197912023,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,588,1,,
2582,2582,197912024,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,588,1,,
2687,2687,198001026,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,588,0,,
2688,2688,198001027,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,588,0,,
2689,2689,198001028,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,588,0,,
3209,3209,198009005,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,588,0,,
3638,3638,198103012,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,588,0,,
4399,4399,198111047,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,588,0,,
5052,5052,198205031,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,,MEXICO,MEX,D35,588,0,,
3388,3388,198012012,1,B1416,COMISION MIXTA DEL PALMAR,COMISION MIXTA DEL PALMAR,,URUGUAY,URY,O84,4380,0,,
3753,3753,198105031,1,B1416,COMISION MIXTA DEL PALMAR,COMISION MIXTA DEL PALMAR,,URUGUAY,URY,D35,4380,0,,
5530,5530,198210026,1,B1416,COMISION TECNICA MIXTA DEL PALMAR,COMISION TECNICA MIXTA DEL PALMAR,,URUGUAY,URY,D35,4381,0,,
3135,3135,198008020,1,B1417,COMISION NACIONAL DE ENERGIA ATOMICA,COMISION NACIONAL DE ENERGIA ATOMICA,CNEA,ARGENTINA,ARG,D35,1118,0,,
4190,4190,198109044,1,B1417,COMISION NACIONAL DE ENERGIA ATOMICA,COMISION NACIONAL DE ENERGIA ATOMICA,CNEA,ARGENTINA,ARG,D35,1118,0,,
4400,4400,198111048,1,B1417,COMISION NACIONAL DE ENERGIA ATOMICA,COMISION NACIONAL DE ENERGIA ATOMICA,CNEA,ARGENTINA,ARG,D35,1118,0,,
10938,10938,198708001,1,B1417,COMISION NACIONAL DE ENERGIA ATOMICA,COMISION NACIONAL DE ENERGIA ATOMICA,,ARGENTINA,ARG,M72,1118,0,,
10939,10939,198708002,1,B1417,COMISION NACIONAL DE ENERGIA ATOMICA,COMISION NACIONAL DE ENERGIA ATOMICA,,ARGENTINA,ARG,M72,1118,0,,
1768,1768,197811021,1,B1418,COMISION TECNICA MIXTA DE SALTO GRANDE,COMISION TECNICA MIXTA DE SALTO GRANDE,,ARGENTINA,ARG,D35,864,0,,
2157,2157,197905022,1,B1418,COMISION TECNICA MIXTA DE SALTO GRANDE,COMISION TECNICA MIXTA DE SALTO GRANDE,,,ARG,D35,864,3,,
2583,2583,197912025,1,B1418,COMISION TECNICA MIXTA DE SALTO GRANDE,COMISION TECNICA MIXTA DE SALTO GRANDE,,ARGENTINA,ARG,D35,864,1,,
3276,3276,198010021,1,B1418,COMISION TECNICA DE SALTO GRANDE,COMISION TECNICA DE SALTO GRANDE,,ARGENTINA,ARG,D35,865,0,,
1241,1241,197712006,1,B1419,"COMISION DE VALORES, CORPORACION FINANCIERA NACIONAL",COMISION DE VALORES CORPORACION FINANCIERA NACIONAL,,ECUADOR,ECU,Unknown,1105,1,,
1169,1169,197710003,1,B1420,COMITE DE OBRAS PUBLICAS DE SANTA CRUZ,COMITE DE OBRAS PUBLICAS DE SANTA CRUZ,,,Unknown,Unknown,856,3,,
1196,1196,197711011,1,B1421,COMMERCIAL BANK OF GREECE,COMMERCIAL BANK GREECE,,GREECE,GRC,K64,108,1,,
2690,2690,198001029,1,B1421,COMMERCIAL BANK OF GREECE,COMMERCIAL BANK GREECE,,GREECE,GRC,K64,108,0,,
3136,3136,198008021,1,B1422,COMMERCIAL BANK OF KOREA,COMMERCIAL BANK KOREA,,KOREA (THE REPUBLIC OF),KOR,K64,34,0,,
10770,10770,198706036,1,B1422,COMMERCIAL BANK OF KOREA,COMMERCIAL BANK KOREA,,KOREA,KOR,K64,34,0,,
7302,7302,198408110,1,B1423,COMMERCIAL BANK OF SYRIA,COMMERCIAL BANK SYRIA,,SYRIA,SYR,K64,285,0,,
7303,7303,198408111,1,B1423,COMMERCIAL BANK OF SYRIA,COMMERCIAL BANK SYRIA,,SYRIA,SYR,K64,285,0,,
7672,7672,198411101,1,B1423,COMMERCIAL BANK OF SYRIA,COMMERCIAL BANK SYRIA,,SYRIA,SYR,K64,285,0,,
8220,8220,198507083,1,B1423,COMMERCIAL BANK OF SYRIA,COMMERCIAL BANK SYRIA,,SYRIA,SYR,K64,285,0,,
8221,8221,198507084,1,B1423,COMMERCIAL BANK OF SYRIA,COMMERCIAL BANK SYRIA,,SYRIA,SYR,K64,285,0,,
11738,11738,198801076,1,B1424,COMMERCIAL BRIDGING LTD,COMMERCIAL BRIDGING LTD,,UNITED KINGDOM,GBR,K64,2531,0,,
12733,12733,198809139,1,B1424,COMMERCIAL BRIDGING LTD,COMMERCIAL BRIDGING LTD,,UNITED KINGDOM,GBR,K64,2531,0,,
10432,10432,198703139,1,B1425,COMMERCIAL CREDIT COMPANY,COMMERCIAL CREDIT COMPANY,,UNITED STATES,USA,K64,3346,0,,
4191,4191,198109045,1,B1426,COMMERCIAL FACILITIES COMPANY SAK,COMMERCIAL FACILITIES COMPANY SAK,,KUWAIT,KWT,K64,3051,0,,
6226,6226,198306021,1,B1426,COMMERCIAL FACILITIES COMPANY,COMMERCIAL FACILITIES COMPANY,,KUWAIT,KWT,K64,3052,0,,
7270,7270,198408078,1,B1426,COMMERCIAL FACILITY COMPANY,COMMERCIAL FACILITY COMPANY,,KUWAIT,KWT,K64,3054,0,,
10096,10096,198701050,1,B1426,COMMERCIAL FACILITIES CO,COMMERCIAL FACILITIES CO,,KOREA,KOR,K64,1694,0,,
12833,12833,198810067,1,B1426,COMMERCIAL FACILITIES CO SAK,COMMERCIAL FACILITIES CO SAK,,KUWAIT,KWT,K64,1695,0,,
14194,14194,198912038,1,B1426,COMMERCIAL FACILITES CO,COMMERCIAL FACILITES CO,SAK,KUWAIT,KWT,K64,1696,0,,
3389,3389,198012013,1,B1427,COMMERCIAL METALS COMPANY,COMMERCIAL METALS COMPANY,,UNITED STATES OF AMERICA (THE),USA,C32,3053,0,,
14116,14116,198911077,1,B1428,COMMERCIAL PRINT LEASING,COMMERCIAL PRINT LEASING,,UNITED KINGDOM,GBR,Unknown,5751,1,,
8619,8619,198511113,1,B1429,COMMERCIAL UNION ASSURANCE COMPANY PLC,COMMERCIAL UNION ASSURANCE COMPANY PLC,,UNITED KINGDOM,GBR,K65,3050,1,,
10678,10678,198705096,1,B1429,COMMERCIAL UNION ASSURANCE COMPANY PLC,COMMERCIAL UNION ASSURANCE COMPANY PLC,,UK,GBR,K65,3050,0,,
9571,9571,198609037,1,B1430,COMMERZBANK AG,COMMERZBANK AG,,GERMANY WEST,DEU,K64,6360,0,,
12926,12926,198810157,1,B1430,COMMERZBANK AG,COMMERZBANK AG,,WEST GERMANY,DEU,K64,6360,0,,
13121,13121,198812049,1,B1430,COMMERZBANK INTERNATIONAL,COMMERZBANK INTERNATIONAL,,LUXEMBOURG,LUX,K64,1568,0,,
6474,6474,198311029,1,B1431,COMISSARIAT A L'ENERGIE ATOMIQUE,COMISSARIAT A LENERGIE ATOMIQUE,,FRANCE,FRA,M72,7522,0,,
7680,7680,198411109,1,B1432,COMMODORE BUSINESS MACHINES,COMMODORE BUSINESS MACHINES,,UNITED KINGDOM,GBR,C32,6994,0,,
1555,1555,197807004,1,B1433,COMMMONWEALTH OF AUSTRALIA,COMMMONWEALTH AUSTRALIA,,AUSTRALIA,AUS,O84,2329,0,,
8137,8137,198507002,1,B1433,COMMONWEALTH BANK OF AUSTRALIA,COMMONWEALTH BANK AUSTRALIA,,AUSTRALIA,AUS,K64,378,0,,
9678,9678,198610003,1,B1433,COMMONWEALTH BANK OF AUSTRALIA,COMMONWEALTH BANK AUSTRALIA,,AUSTRALIA,AUS,K64,378,0,,
9890,9890,198612011,1,B1433,COMMONWEALTH BANK OF AUSTRALIA,COMMONWEALTH BANK AUSTRALIA,,AUSTRALIA,AUS,K64,378,0,,
11303,11303,198710009,1,B1433,COMMONWEALTH BANK OF AUSTRALIA,COMMONWEALTH BANK AUSTRALIA,,AUSTRALIA,AUS,K64,378,0,,
10733,10733,198706017,1,B1434,COMMONWEALTH BANK OF GREECE SA,COMMONWEALTH BANK GREECE SA,,GREECE,GRC,K64,109,0,,
10527,10527,198704050,1,B1435,COMMONWEALTH DEVELOPMENT ASSOCIATION,COMMONWEALTH DEVELOPMENT ASSOCIATION,,MARIANA ISLANDS,MNP,K64,4004,0,,
12334,12334,198806082,1,B1436,COMMONWEALTH FINANCIAL CORP,COMMONWEALTH FINANCIAL CORP,,UNITED STATES,USA,K64,3506,0,,
14388,14388,199001098,1,B1437,COMMUNICATIONS CAPITAL CORP,COMMUNICATIONS CAPITAL CORP,,USA,USA,J61,3533,0,,
6556,6556,198311111,1,B1439,COMMUNICATIONS SATELLITE CORPORATION,COMMUNICATIONS SATELLITE CORPORATION,,UNITED STATES,USA,J61,4155,0,,
8239,8239,198507102,1,B1439,COMMUNICATIONS SATELLITE CORP,COMMUNICATIONS SATELLITE CORP,COMSAT,UNITED STATES,USA,J61,3638,0,,
3082,3082,198007015,1,B1440,CIA FINANCIAMENTI E REFINANDAMENTI SPA,CIA FINANCIAMENTI E REFINANDAMENTI SPA,COFIRI,ITALY,ITA,K64,4980,0,,
4062,4062,198108021,1,B1440,CIA FINANCIAMENTI E REFINANCIAMENTI SPA,CIA FINANCIAMENTI E REFINANCIAMENTI SPA,COFIRI,ITALY,ITA,K64,4979,1,,
4397,4397,198111045,1,B1440,CIA FINANCIAMENTI E REFINANCIAMENTI SPA,CIA FINANCIAMENTI E REFINANCIAMENTI SPA,COFIRI,ITALY,ITA,K64,4979,1,,
5927,5927,198302060,1,B1440,COMPAGNIA FINANZIAMENTI E REFINANCIAMENTI SPA,COMPAGNIA FINANZIAMENTI E REFINANCIAMENTI SPA,,ITALY,ITA,K64,4978,0,,
6934,6934,198405025,1,B1440,COMPAGNIA FINANZIAMENTI E REFINANZIAMENTI SPA,COMPAGNIA FINANZIAMENTI E REFINANZIAMENTI SPA,,ITALY,ITA,K64,4977,0,,
7704,7704,198412010,1,B1440,COMPAGNIA FINANZIAMENTI E REFINANZIAMENTI SPA,COMPAGNIA FINANZIAMENTI E REFINANZIAMENTI SPA,,ITALY,ITA,K64,4977,0,,
7907,7907,198504036,1,B1440,CIA FINANZIAMENTI E REFINANZAMENTI SPA,CIA FINANZIAMENTI E REFINANZAMENTI SPA,COFIRI,ITALY,ITA,D35,4981,0,,
13443,13443,198904030,1,B1440,COFIRI,COFIRI,,ITALY,ITA,K64,7331,0,,
14082,14082,198911043,1,B1440,COFIRI,COFIRI,,ITALY,ITA,K64,7331,0,,
103,103,197401104,1,B1441,COMPAGNIA ARABO EUROPEENNE DE VERRE,COMPAGNIA ARABO EUROPEENNE DE VERRE,,LEBANON,LBN,Unknown,937,1,,
11936,11936,198803013,1,B1442,COMPAGNIE DE NAVIGATION MIXTE SA,COMPAGNIE DE NAVIGATION MIXTE SA,,FRANCE,FRA,H50,693,0,,
11676,11676,198801019,1,B1443,COMPAGNIE DE SAINT-GOBAIN,COMPAGNIE DE SAINTGOBAIN,,FRANCE,FRA,C32,6226,0,,
12494,12494,198808025,1,B1444,COMPAGNIE FINANCIERE SUCRES ET DENREES,COMPAGNIE FINANCIERE SUCRES ET DENREES,,FRANCE,FRA,C10,6216,0,,
12270,12270,198806020,1,B1445,COMPAGNIE FRANCAISE DE L'AFRIQUE OCCIDENTALE,COMPAGNIE FRANCAISE DE LAFRIQUE OCCIDENTALE,CFAO,FRANCE,FRA,C29,6230,0,,
452,452,197508008,1,B1446,COMPAGNIE FRANGAISE DE RAFFINAGE (TOTAL),COMPAGNIE FRANGAISE DE RAFFINAGE TOTAL,,FRANCE,FRA,B05,6229,0,,
13431,13431,198904018,1,B1447,COMPAGNIE FRANCOISE DE TRANSPORTIES AERIENS,COMPAGNIE FRANCOISE DE TRANSPORTIES AERIENS,,FRANCE,FRA,H51,6227,0,,
267,267,197401264,1,B1448,"TOTAL, COMPAGNIE FRANGAISE DES PETROLES",TOTAL COMPAGNIE FRANGAISE DES PETROLES,,FRANCE,FRA,C19,6278,0,,
594,594,197601025,1,B1448,TOTAL INDONESIE,TOTAL INDONESIE,,INDONESIE,IDN,C19,7830,0,,
1969,1969,197902017,1,B1448,COMPAGNIE FRANCAISE DES PETROLES,COMPAGNIE FRANCAISE DES PETROLES,,FRANCE,FRA,C19,6277,1,,
3754,3754,198105032,1,B1448,COMPAGNIE FRANCAISE DES PETROLES,COMPAGNIE FRANCAISE DES PETROLES,,FRANCE,FRA,D35,6277,0,,
7394,7394,198409049,1,B1448,TOTAL SIPA SPA,TOTAL SIPA SPA,,ITALY,ITA,C19,5012,1,,
11944,11944,198803019,1,B1448,TOTAL INTERNATIONAL LTD,TOTAL INTERNATIONAL LTD,,FRANCE,FRA,B06,1361,0,,
12961,12961,198811034,1,B1450,COMPAGNIE GENERALE DE COMMUNICATIONS,COMPAGNIE GENERALE DE COMMUNICATIONS,COGECOM,FRANCE,FRA,N82,6231,0,,
1132,1132,197709007,1,B1451,COMPAGNIE GENERALE DES MATIERES NUCLEAIRES COGEMA,COMPAGNIE GENERALE DES MATIERES NUCLEAIRES COGEMA,,FRANCE,FRA,Unknown,6281,1,,
4538,4538,198112030,1,B1452,COMPAGNIE GENERALE EXPORT-IMPORT SA,COMPAGNIE GENERALE EXPORTIMPORT SA,COGEXIM,LUXEMBOURG,LUX,Unknown,4600,1,,
12135,12135,198805006,1,B1453,COMPAGNIE INTERNATIONALE DES WAGON LITS ET DU TOURISME,COMPAGNIE INTERNATIONALE DES WAGON LITS ET DU TOURISME,,BELGIUM,BEL,N79,6282,0,,
13546,13546,198906042,1,B1454,COMPAGNIE MARITIME MAROCO,COMPAGNIE MARITIME MAROCO,COMARIT,MOROCCO,MAR,H50,7170,0,,
756,756,197608008,1,B1455,COMPANIE MINIERE D'AKOUTA,COMPANIE MINIERE DAKOUTA,,NIGER,NER,B07,7736,0,,
280,280,197401274,1,B1456,COMPAGNIE NATIONALE DU RHONE,COMPAGNIE NATIONALE DU RHONE,,FRANCE,FRA,E36,6283,0,,
2691,2691,198001030,1,B1457,COMPAGNIE DES PHOSPHATES DE GAFSA,COMPAGNIE DES PHOSPHATES DE GAFSA,CPG,TUNISIA,TUN,B09,6222,0,,
12087,12087,198804045,1,B1457,COMPAGNIE DES PHOSPHATES DE GAFSA,COMPAGNIE DES PHOSPHATES DE GAFSA,,TUNISIA,TUN,B07,6222,0,,
959,959,197701070,1,B1458,COMPANHIA ACOS ESPECIAIS ITABIRA,COMPANHIA ACOS ESPECIAIS ITABIRA,,BRAZIL,BRA,C24,463,0,,
986,986,197701097,1,B1458,COMPANHIA ACOS ESPECIAIS ITABIRA,COMPANHIA ACOS ESPECIAIS ITABIRA,,BRAZIL,BRA,C24,463,0,,
8851,8851,198602019,1,B1459,COMPANHIA AGUAS E ESGOTAS DO MARANHAO,COMPANHIA AGUAS E ESGOTAS DO MARANHAO,,BRAZIL,BRA,Unknown,475,1,,
5886,5886,198302019,1,B1460,COMPANHIA BRASILEIRA DE ARMAZENAMENTO,COMPANHIA BRASILEIRA DE ARMAZENAMENTO,,BRAZIL,BRA,M73,800,0,,
8533,8533,198511029,1,B1461,COMPANHIA BRASILEIRA DE TRENS URBANOS,COMPANHIA BRASILEIRA DE TRENS URBANOS,CBTU,BRAZIL,BRA,M73,801,0,,
869,869,197612007,1,B1463,COMPANHIA COMERCIO DE NAVIGAEAO,COMPANHIA COMERCIO DE NAVIGAEAO,,PORTUGAL,PRT,G45,802,0,,
894,894,197701009,1,B1463,COMPANHIA COMERCIO E NAVEGACAO,COMPANHIA COMERCIO E NAVEGACAO,,,PRT,G45,464,3,,
1565,1565,197807014,1,B1464,COMPANHIA DE CELULOSE DA BAHIA,COMPANHIA DE CELULOSE DA BAHIA,,BRAZIL,BRA,Unknown,796,1,,
4649,4649,198201031,1,B1464,COMPANHIA DE CELULOSE DA BAHIA,COMPANHIA DE CELULOSE DA BAHIA,,BRAZIL,BRA,Unknown,796,1,,
8534,8534,198511030,1,B1465,COMPANHIA DE DESENVOLVIMENTO DO RODOVIAREO DO PIAUI,COMPANHIA DE DESENVOLVIMENTO DO RODOVIAREO DO PIAUI,CODERPI,BRAZIL,BRA,Unknown,437,1,,
14788,14788,199005038,1,B1466,"COMPANHIA DE ELECTRICIDADE DE MACAU,SARL",COMPANHIA DE ELECTRICIDADE DE MACAUSARL,CEM,MACAU,MAC,D35,767,0,,
8772,8772,198601016,1,B1467,COMPANHIA DE ENGENHARIA RURAL BAHIA,COMPANHIA DE ENGENHARIA RURAL BAHIA,CERB,BRAZIL,BRA,F42,799,0,,
8276,8276,198508018,1,B1469,COMPANHIA DE PAVIMENTACAO DO MUNICIPIO DE GOIANIA,COMPANHIA DE PAVIMENTACAO DO MUNICIPIO DE GOIANIA,COMPAV,BRAZIL,BRA,F42,805,0,,
4539,4539,198112031,1,B1470,COMPANHIA DE PERFORACIONES RIO COLORADO SA,COMPANHIA DE PERFORACIONES RIO COLORADO SA,,ARGENTINA,ARG,Unknown,672,1,,
5723,5723,198212017,1,B1471,COPMANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,COPMANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,,BRAZIL,BRA,E39,571,0,,
8153,8153,198507018,1,B1472,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,COPSA,BRAZIL,BRA,E37,766,0,,
7883,7883,198504013,1,B1473,COMPANHIA DE SANEAMENTO DO AMAZONAS,COMPANHIA DE SANEAMENTO DO AMAZONAS,,BRAZIL,BRA,E37,806,0,,
8535,8535,198511031,1,B1474,COMPANHIA DE SANEAMENTO DO GOIAS,COMPANHIA DE SANEAMENTO DO GOIAS,,BRAZIL,BRA,E37,807,0,,
603,603,197602008,1,B1475,"COMPANHIA DE URBANIZACAO DE CURITIBA,BRAZIL",COMPANHIA DE URBANIZACAO DE CURITIBABRAZIL,,BRAZIL,BRA,H49,764,0,,
8773,8773,198601017,1,B1476,COMPANHIA DO METROPOLITANO DE SAO PAULO,COMPANHIA DO METROPOLITANO DE SAO PAULO,,BRAZIL,BRA,H49,573,0,,
2269,2269,197907025,1,B1477,COMPANHIA DOCAS DO RIO DE JANEIRO,COMPANHIA DOCAS DO RIO DE JANEIRO,,BRAZIL,BRA,Unknown,439,1,,
1712,1712,197810017,1,B1478,COMPANHIA ENERGETICA DE SAO PAULO,COMPANHIA ENERGETICA DE SAO PAULO,,BRAZIL,BRA,D35,561,0,,
2358,2358,197908021,1,B1478,COMPANHIA ENERGETICA DE SAO PAULO,COMPANHIA ENERGETICA DE SAO PAULO,CESP,,BRA,D35,561,3,,
2692,2692,198001031,1,B1478,COMPANHIA ENERGETICA DE SAO PAULO,COMPANHIA ENERGETICA DE SAO PAULO,CESP,BRAZIL,BRA,"D35
",561,0,,
3390,3390,198012014,1,B1478,COMPANHIA ENERGETICA DE SAO PAULO,COMPANHIA ENERGETICA DE SAO PAULO,CESP,BRAZIL,BRA,D35,561,0,,
3391,3391,198012015,1,B1478,COMPANHIA ENERGETICA DE SAO PAULO,COMPANHIA ENERGETICA DE SAO PAULO,CESP,BRAZIL,BRA,D35,561,0,,
3567,3567,198102028,1,B1478,COMPANHIA ENERGETICA DE SAO PAULO,COMPANHIA ENERGETICA DE SAO PAULO,CESP,BRAZIL,BRA,D35,561,0,,
3858,3858,198106025,1,B1478,COMPANHIA ENERGETICA DE SAO PAULO,COMPANHIA ENERGETICA DE SAO PAULO,CESP,BRAZIL,BRA,D35,561,0,,
3859,3859,198106026,1,B1478,COMPANHIA ENERGETICA DE SAO PAULO,COMPANHIA ENERGETICA DE SAO PAULO,CESP,BRAZIL,BRA,D35,561,0,,
4306,4306,198110018,1,B1478,COMPANHIA ENERGETICA DE SAO PAULO,COMPANHIA ENERGETICA DE SAO PAULO,CESP,BRAZIL,BRA,D35,561,0,,
4307,4307,198110019,1,B1478,COMPANHIA ENERGETICA DE SAO PAULO,COMPANHIA ENERGETICA DE SAO PAULO,CESP,BRAZIL,BRA,D35,561,0,,
4540,4540,198112032,1,B1478,COMPANHIA ENERGETICA DE SAO PAULO,COMPANHIA ENERGETICA DE SAO PAULO,CESP,BRAZIL,BRA,D35,561,1,,
4541,4541,198112033,1,B1478,COMPANHIA ENERGETICA DE SAO PAULO,COMPANHIA ENERGETICA DE SAO PAULO,CESP,BRAZIL,BRA,D35,561,0,,
5884,5884,198302017,1,B1478,CIA ENERGETICA DE SAO PAULO,CIA ENERGETICA DE SAO PAULO,,BRAZIL,BRA,D35,583,0,,
