,PKGID,ORDER,BORROWERID,BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC,TYPE,PURPOSE,IMPUTED
2823,198002039,1,B2026,ENTE NAZIONALE PER I'ENERGIE ELETTRICA,ENEL,ITALY,ITA,D35,,,0
2824,198002040,1,B2457,ESTADO DE SAO PAULO,,BRAZIL,BRA,O84,,,0
2825,198002041,1,B2100,EUROVIAS CONCESIONARIA ESPANOLA DE AUTOPISTAS SA,,SPAIN,ESP,F42,,,1
2826,198002042,1,B2100,EUROVIAS CONCESIONARIA ESPANOLA DE AUTOPISTAS SA,,SPAIN,ESP,F42,,,1
2827,198002043,1,B2100,EUROVIAS CONCESIONARIA ESPANOLA DE AUTOPISTAS SA,,SPAIN,ESP,F42,,,1
2828,198002044,1,B2100,EUROVIAS CONCESIONARIA ESPANOLA DE AUTOPISTAS SA,,SPAIN,ESP,F42,,,1
2829,198002045,1,B2263,FLOVEN SA,,VENEZUELA,VEN,Q86,,,0
2830,198002046,1,B2710,HELLENIC AIRCRAFT INDUSTRY LTD,,GREECE,GRC,H51,,,0
2831,198002047,1,B2720,HERACLES GENERAL CEMENT CO,,GREECE,GRC,C23,,,0
2832,198002048,1,B2737,HIDROELECTRICA DE CATALUNA SA,HECSA,SPAIN,ESP,D35,,,0
2833,198002049,1,B2853,HUTCHISON WHAMPOA LTD,,HONG KONG,HKG,K64,,,0
2834,198002050,1,B2853,HUTCHISON WHAMPOA LTD,,HONG KONG,HKG,K64,,,0
2835,198002051,1,B2986,INSTITUTO NACIONAL DE LA VIVIENDA,INAVI,DOMINICA,DMA,O84,,,0
2836,198002052,1,B3026,INTERNATIONAL INVESTMENT BANK,IIB,USSR,SUN,K64,,,2
2837,198002053,1,B2451,KINGDOM OF BELGIUM,,BELGIUM,BEL,O84,,,0
2838,198002054,1,B2533,KINGDOM OF SWEDEN,,SWEDEN,SWE,O84,,,0
2839,198002055,1,B3319,KOWLOON MOTOR BUS CO LTD,,HONG KONG,HKG,H49,,,0
2840,198002056,1,B3535,MABCO,,SAUDI ARABIA,SAU,F41,,,1
2841,198002057,1,B3635,MCS-SPA,,ITALY,ITA,C32,,,0
2842,198002058,1,B3640,MECCANICA FINANZIARA INTERNATIONAL,,LUXEMBOURG,LUX,K64,,,1
2843,198002059,1,B3893,NATIONAL INVESTMENT AND DEVELOPMENT CORPORATION,,PHILIPPINES,PHL,O84,,,0
2844,198002060,1,B3901,NATIONAL MEAT PLANTS COMPANY,,SAUDI ARABIA,SAU,C10,,,3
2845,198002061,1,B3901,NATIONAL MEAT PLANTS COMPANY,,SAUDI ARABIA,SAU,C10,,,3
2846,198002062,1,B3920,NATIONALE NEDERLANDEN HOLDINVEST BV,,NETHERLANDS,NLD,K64,,,0
2847,198002063,1,B3928,NCHANGA CONSOLIDATED COPPER MINES,,ZAMBIA,ZMB,B07,,,0
2848,198002064,1,B3953,NEW FINANCE PTY LTD,,UNITED STATES,USA,,,,1
2849,198002065,1,B2501,NEW ZEALAND,,NEW ZEALAND,NZL,O84,,,0
2850,198002066,1,B4152,OK UNION,,UNITED STATES,USA,P85,,,0
2851,198002067,1,B4112,OBRAS SANITARIAS DE LA NACION,,ARGENTINA,ARG,E37,,,0
2852,198002068,1,B4187,ORKLA INDUSTRIER AS,,NORWAY,NOR,G47,,,0
2853,198002069,1,B4376,PHH LEASING LTD,,UNITED STATES,USA,K64,,,0
2854,198002070,1,B4785,SABENA MINING CORPORATION,,PHILIPPINES,PHL,B07,,,0
2855,198002071,1,B4951,SERVICIOS ELECTRICOS DE GRAN BUENOS AIRES,SEGBA,ARGENTINA,ARG,D35,,,0
2856,198002072,1,B2207,SOCIETA FINANZIARIA MECCANICA SPA,FINMECCANICA,ITALY,ITA,K64,,,0
2857,198002073,1,B5414,TAIWAN POWER CORPORATION,,TAIWAN,TWN,D35,,,0
2858,198002074,1,B5472,TELEFONOS DE MEXICO,,MEXICO,MEX,J61,,,1
2859,198002075,1,B5483,TERMICAS DEL BESOS,,SPAIN,ESP,D35,,,0
2860,198002076,1,B5653,TUNIS AIR,,TUNISIA,TUN,H51,,,0
2861,198002077,1,B5925,WEATHERFORD INTERNATIONAL INC,,UNITED KINGDOM,GBR,B09,,,0
2862,198002078,1,B2030,YACYRETA,,ARGENTINA,ARG,F42,,,0
2863,198002079,1,B2030,YACYRETA,,ARGENTINA,ARG,F42,,,0
2864,198002080,1,B6063,ZAGREBACKA BANKA,,CROATIA,HRV,K64,,,0
2865,198003001,1,B0179,ALIANZA NAVIERA ARGENTINA SA,,ARGENTINA,ARG,H50,,,1
2866,198003002,1,B0409,ASSOCIATION OF YUGOSLAVIAN BANK,,YUGOSLAVIA,YUG,K64,,,0
2867,198003003,1,B0742,BANQUE NATIONALE D'ALGERIE,BNA,ALGERIA,DZA,K64,,,0
2868,198003004,1,B1192,CENTRALE NUCLEAIRE EUROPIENNE H NEUTRONS RAPIDES SA,NERSA,FRANCE,FRA,D35,,,0
2869,198003005,1,B1271,CHINA CEMENT CO (HONG KONG),,HONG KONG,HKG,C23,,,0
2870,198003006,1,B1271,CHINA CEMENT CO (HONG KONG),,HONG KONG,HKG,C23,,,0
2871,198003007,1,B2545,CITY OF GLASGOW,,UNITED KINGDOM,GBR,O84,,,0
2872,198003008,1,B1479,COMPANHIA ESTADUAL DE ELECTRICAS,,PUERTO RICO,PRI,D35,,,0
2873,198003009,1,B1508,COMPANIA TELEFONICO NACIONAL DE ESPANA,CTNE,SPAIN,ESP,J61,,,0
2874,198003010,1,B1529,CONSEJO ESTATAL DEL AZUCAR,,DOMINICAN REPUBLIC,DOM,C10,,,0
2875,198003011,1,B1638,CREDIT NATIONAL,,FRANCE,FRA,K64,,,1
2876,198003012,1,B1765,DEUTSCHE AUSSENHANDELSBANK AG,,GERMANY,DEU,K64,,,0
2877,198003013,1,B1775,DEVELOPMENT FINANCE CORP OF NEW ZEALAND,,NEW ZEALAND,NZL,K66,,,0
2878,198003014,1,B2464,DISTRISTO ESPECIAL DE BOGOTA,,COLOMBIA,COL,O84,,,0
2879,198003015,1,B1972,EMPRESA ELECTRICA EL ORO,,ECUADOR,ECU,C32,,,0
2880,198003016,1,B1972,EMPRESA ELECTRICA EL ORO,,ECUADOR,ECU,C32,,,0
2881,198003017,1,B1982,EMPRESA NACIONAL DE AUTOCIONES SA,ENASA,SPAIN,ESP,C29,,,1
2882,198003018,1,B2003,EMPRESAS MUNICIPALES DE CALI,EMCALI,COLOMBIA,COL,D35,,,0
2883,198003019,1,B2100,EUROVIAS CONCESIONARIA ESPANOLA DE AUTOPISTAS SA,,SPAIN,ESP,F42,,,0
2884,198003020,1,B2163,FEMLUX,,SPAIN,ESP,G46,,,0
2885,198003021,1,B2176,FERTILISERS OF TRINIDAD & TOBAGO,FERTRIN,TRINIDAD & TOBAGO,TTO,C20,,,0
2886,198003022,1,B2176,FERTILISERS OF TRINIDAD & TOBAGO,FERTRIN,TRINIDAD & TOBAGO,TTO,C20,,,0
2887,198003023,1,B2316,FUERZAS ELECTRICAS DE CATALUNA SA,FECSA,SPAIN,ESP,D35,,,0
2888,198003024,1,B2317,FUERZAS ELECTRICAS DEL NOROESTE SA,FENOSA,SPAIN,ESP,D35,,,0
2889,198003025,1,B2494,GOVERNMENT OF MALAYSIA,,MALAYSIA,MYS,O84,,,0
2890,198003026,1,B2563,GRAND METROPOLITAN LTD,,UNITED KINGDOM,GBR,I55,,,0
2891,198003027,1,B2545,GREATER LONDON COUNCIL,GLC,UNITED KINGDOM,GBR,O84,,,0
2892,198003028,1,B2858,HYDRO QUEBEC,,FRANCE,FRA,D35,,,0
2893,198003029,1,B2858,HYDRO QUEBEC,,FRANCE,FRA,D35,,,0
2894,198003030,1,B3165,JOHNSON MATTHEY & CO LTD,,BRITISH INDIAN OCEAN TERRITORY (THE),IOT,C21,,,0
2895,198003031,1,B3211,KAUKAS AB,,FINLAND,FIN,C17,,,0
2896,198003032,1,B3555,MALAYSIA LNG,,MALAYSIA,MYS,D35,,,0
2897,198003033,1,B3555,MALAYSIA LNG,,MALAYSIA,MYS,D35,,,0
2898,198003034,1,B3640,MECCANICA FINANZIARIA INTERNATIONAL SA,,LUXEMBOURG,LUX,K64,,,0
2899,198003035,1,B3712,MEXINOX,,MEXICO,MEX,C32,,,0
2900,198003036,1,B3793,MONTAGUE L MEYER LTD,,UNITED KINGDOM,GBR,K65,,,0
2901,198003037,1,B3820,MOTOLEASE LTD,,UNITED KINGDOM,GBR,G47,,,0
2902,198003038,1,B2516,MUNICIPALITY OF QUITO,,ECUADOR,ECU,O84,,,0
2903,198003039,1,B4037,NORRLANDS SKOGSAGAVES CELLULOSA AKTIEBOLAG,NCB,SWEDEN,SWE,C16,,,0
2904,198003040,1,B4163,OLYMPIC AIRWAYS,,GREECE,GRC,H51,,,0
2905,198003041,1,B4163,OLYMPIC AIRWAYS,,GREECE,GRC,H51,,,0
2906,198003042,1,B4286,PARTREDERIET WILNORA,,NORWAY,NOR,B06,,,3
2907,198003043,1,B4382,PHILIPPINE AIRLINES INC,,PHILIPPINES,PHL,H51,,,0
2908,198003044,1,B4382,PHILIPPINE AIRLINES INC,,PHILIPPINES,PHL,H51,,,0
2909,198003045,1,B2507,PRESIDENT OF THE ISLAMIC REPUBLIC OF PAKISTAN,,PAKISTAN,PAK,O84,,,0
2910,198003046,1,B4599,QUIMICA DE PORTUGAL,QUIMICAL,PORTUGAL,PRT,P85,,,0
2911,198003047,1,B2517,REPUBLIC OF KOREA,,KOREA,KOR,O84,,,0
2912,198003048,1,B4726,ROLLS-ROYCE LTD,,UNITED KINGDOM,GBR,C29,,,0
2913,198003049,1,B4726,ROLLS-ROYCE LTD,,UNITED KINGDOM,GBR,C29,,,0
2914,198003050,1,B4728,ROMANIAN BANK FOR FOREIGN TRADE,,ROMANIA,ROU,K64,,,0
2915,198003051,1,B4728,ROMANIAN BANK FOR FOREIGN TRADE,,ROMANIA,ROU,K64,,,0
2916,198003052,1,B4828,SAN MIGUEL CORPORATION,,PHILIPPINES,PHL,K64,,,0
2917,198003053,1,B5108,SOCIETA FINANZIARIA TELEFONICA,STET,ITALY,ITA,J61,,,0
2918,198003054,1,B5183,SODESUCRE,,IVORY COAST,CIV,C10,,,1
2919,198003055,1,B5653,TUNIS AIR,,TUNISIA,TUN,H51,,,0
2920,198003056,1,B5653,TUNIS AIR,,TUNISIA,TUN,H51,,,0
2921,198004001,1,B0171,ALCOA OF GREAT BRITAIN LTD,,UNITED KINGDOM,GBR,C24,,,1
2922,198004002,1,B0380,ASIA HERTEL TUNGSTEN CO LTD,,KOREA,KOR,I55,,,0
2923,198004003,1,B0392,ASLAND SA,,SPAIN,ESP,C23,,,0
2924,198004004,1,B0618,BANCO MERCANTIL ARGENTINA SA,,ARGENTINA,ARG,K64,,,0
2925,198004005,1,B06351,BANCO NACIONAL DE FOMENTO,,ECUADOR,ECU,K64,,,0
2926,198004006,1,B0683,BANK HANDLOWY W WARSAWIE,,POLAND,POL,K64,,,0
2927,198004007,1,B0694,BANK OF CHINA,,CHINA,CHN,K64,,,0
2928,198004008,1,B0701,BANK OF GREECE,,GREECE,GRC,K64,,,0
2929,198004009,1,B0710,BANK OF THAILAND,,THAILAND,THA,K64,,,0
2930,198004010,1,B0873,BOLIDEN AB,,SWEDEN,SWE,B07,,,0
2931,198004011,1,B1081,CARACAS METRO,,VENEZUELA,VEN,H49,,,0
2932,198004012,1,B1179,CENTRAL BANK OF THE PHILIPPINES,,PHILIPPINES,PHL,K64,,,0
2933,198004013,1,B1209,CERAMIC INDUSTRIES CORPORATION,,BURMA,MMR,C23,,,0
2934,198004014,1,B1589,CORPORACION VENEZOLANA DE FOMENTO,CVF,VENEZUELA,VEN,K64,,,1
2935,198004015,1,B1765,DEUTSCHE AUSSENHANDEISBANK AG,,GERMANY,DEU,K64,,,0
2936,198004016,1,B1866,EASTERN AIRLINES INC.,,UNITED STATES,USA,H51,,,0
2937,198004017,1,B1885,EDOK SA-ETER SA,,GREECE,GRC,F41,,,0
2938,198004018,1,B2005,EMPRESA PUBLICAS DE MEDELLIN,,COLOMBIA,COL,D35,,,0
2939,198004019,1,B2061,ESSELTE AB,,SWEDEN,SWE,C32,,,0
2940,198004020,1,B2173,FERROVIE DELLO STATO (ITALIAN STATE RAILWAYS),,ITALY,ITA,H49,,,0
2941,198004021,1,B4563,GREEK PUBLIC POWER CORP,,GREECE,GRC,D35,,,0
2942,198004022,1,B2780,HONAM OIL REFINERY,,KOREA,KOR,C19,,,0
2943,198004023,1,B2889,IMATRAN VOIMA OY,,FINLAND,FIN,D35,,,0
2944,198004024,1,B2503,IMO-STATE OF NIGERIA,,NIGERIA,NGA,O84,,,0
2945,198004025,1,B2529,JUNTA DE DEFENSA NACIONAL,,SPAIN,ESP,O84,,,0
2946,198004026,1,B3253,KINGDOM OF LESOTHO,,LESOTHO,LSO,O84,,,0
2947,198004027,1,B1277,KOWLOON ELECTRICITY SUPPLY COMPANY LTD,KESCO,HONG KONG,HKG,D35,,,0
2948,198004028,1,B1277,KOWLOON ELECTRICITY SUPPLY COMPANY LTD,KESCO,HONG KONG,HKG,D35,,,0
2949,198004029,1,B3523,LUOSSAVAARA KIIRUNAVAARA AB,LKAB,SWEDEN,SWE,B07,,,0
2950,198004030,1,B3893,NATIONAL INVESTMENT & DEVELOPMENT CORPORATION,NIDC,PHILIPPINES,PHL,O84,,,0
2951,198004031,1,B3900,NATIONAL MARINE SERVICES CO,,UNITED ARAB EMIRATES,ARE,C32,,,0
2952,198004032,1,B3900,NATIONAL MARINE SERVICES CO,,UNITED ARAB EMIRATES,ARE,C32,,,0
2953,198004033,1,B4020,NORDIC INVESTMENT BANK,,FINLAND,FIN,K64,,,0
2954,198004034,1,B4237,PAKISTAN INTERNATIONAL AIRLINES,PIA,PAKISTAN,PAK,H51,,,0
2955,198004035,1,B4360,PETROLEO BRASILEIRO,PETROBRAS,BRAZIL,BRA,C19,,,0
2956,198004036,1,B4387,PHILIPPINES NATIONAL BANK,,PHILIPPINES,PHL,K64,,,0
2957,198004037,1,B2444,REPUBLIC OF ARGENTINA,,ARGENTINA,ARG,O84,,,0
2958,198004038,1,B2464,REPUBLIC OF COLOMBIA,,COLOMBIA,COL,O84,,,0
2959,198004039,1,B4744,SARAWAK SHELL,,MALAYSIA,MYS,C32,,,0
2960,198004040,1,B4908,SEA CONTAINERS CHARTERING LTD,,UNITED KINGDOM,GBR,C32,,,0
2961,198004041,1,B4744,SHELL FINANCE (AUSTRALIA) LTD,,AUSTRALIA,AUS,B06,,,1
2962,198004042,1,B4990,SHOBOKSHI GROUP,,SAUDI ARABIA,SAU,F42,,,0
2963,198004043,1,B5014,SIG BERGESEN DY & CO,,NORWAY,NOR,H50,,,0
2964,198004044,1,B5014,SIG BERGESEN DY & CO,,NORWAY,NOR,H50,,,0
2965,198004045,1,B5038,SINTEL LIMITED,,SINGAPORE,SGP,J61,,,0
2966,198004046,1,B5114,SOCIETA METALLURGICA ITALIANA SPA,SMI,ITALY,ITA,C32,,,0
2967,198004047,1,B5319,STAVANGER AMERICAN SCHOOL,,NORWAY,NOR,P85,,,0
2968,198004048,1,B57151,UNION ELECTRICA SA,,SPAIN,ESP,D35,,,0
2969,198004049,1,B57151,UNION ELECTRICA SA,,SPAIN,ESP,D35,,,0
2970,198005001,1,B0038,ABU DHABI PETROLEUM PORTS OPERATING CO,ADPPOC,UNITED ARAB EMIRATES,ARE,C19,,,0
2971,198005002,1,B0104,AGIP NUCLEARE SPA,,ITALY,ITA,D35,,,0
2972,198005003,1,B0127,AIR FRANCE,,FRANCE,FRA,H51,,,0
2973,198005004,1,B0412,ASTILLEROS Y FABRICAS NAVALES DEL ESTADO,AFNE,ARGENTINA,ARG,O84,,,0
2974,198005005,1,B0474,AUTOPISTAS DEL ATLANTICO,,SPAIN,ESP,F42,,,0
2975,198005006,1,B0475,AUTOPISTAS DEL MARE NOSTRUM,AUMAR,SPAIN,ESP,F43,,,1
2976,198005007,1,B0475,AUTOPISTAS DEL MARE NOSTRUM,AUMAR,SPAIN,ESP,F43,,,1
2977,198005008,1,B0531,BANCO AMBROSIANO HOLDING SA,,ITALY,ITA,K64,,,0
2978,198005009,1,B0550,BANCO CREDITO AGRICOLA DE CARTAGO,,COSTA RICA,CRI,K64,,,0
2979,198005010,1,B0987,BURMAH OIL,,UNITED KINGDOM,GBR,C19,,,0
2980,198005011,1,B1058,CANADA NORTHWEST OILS (EUROPE) BV,,SPAIN,ESP,C19,,,0
2981,198005012,1,B1507,COMPANIA SEVILLANA DE ELECTRICIDAD,,SPAIN,ESP,D35,,,0
2982,198005013,1,B1515,CONCESSIONI E COSTRUZIONI AUTOSTRADE SPA,,ITALY,ITA,F42,,,0
2983,198005014,1,B1563,CONTROL Y APLICACIONES,,SPAIN,ESP,F43,,,0
2984,198005015,1,B0429,COSTRUZIONI AERONAUTICHE GIOVANNI AUGUSTA SPA,,ITALY,ITA,C32,,,0
2985,198005016,1,B1710,DANSK LANDBRUGS GROVVARESELSKAB AMBA,,DENMARK,DNK,G45,,,0
2986,198005017,1,B2506,DIRECTORATE GENERAL OF FINANCE OF THE SULTANATE OF OMAN,,OMAN,OMN,O84,,,0
2987,198005018,1,B1903,EL-SHAMS PYRAMIDS CO,,EGYPT,EGY,I55,,,0
2988,198005019,1,B1918,ELECTRICITY COMMISSION OF NEW SOUTH WALES,,AUSTRALIA,AUS,O84,,,0
2989,198005020,1,B1982,EMPRESA NACIONAL DE AUTOCAMIONES SA,ENASA,SPAIN,ESP,C29,,,0
2990,198005021,1,B1984,EMPRESA NACIONAL DE ELECTRICIDAD SA (CHILE),ENDESA,CHILE,CHL,D35,,,0
2991,198005022,1,B1986,EMPRESA NACIONAL DE EXPLOSIVOS SA,ENAEX,CHILE,CHL,C32,,,0
2992,198005023,1,B2503,FEDERAL REPUBLIC OF NIGERIA,,NIGERIA,NGA,O84,,,0
2993,198005024,1,B2317,FUERZAS ELECTRICAS DEL NOROESTE,FENOSA,SPAIN,ESP,D35,,,0
2994,198005025,1,B2317,FUERZAS ELECTRICAS DEL NOROESTE SA,FENOSA,SPAIN,ESP,D35,,,0
2995,198005026,1,B2503,GOVERNMENT OF PLATEAU STATE OF NIGERIA,,NIGERIA,NGA,O84,,,0
2996,198005027,1,B2740,HIDROELECTRICA IBERICA IBERDUERO,,SPAIN,ESP,D35,,,0
2997,198005028,1,B2945,INDUSTRIAS POLIFIL & TEXEI SA DE CV,,MEXICO,MEX,C32,,,0
2998,198005029,1,B2949,INDUSTRIE ZANUSSI SPA OF PORDENONE,,ITALY,ITA,C32,,,0
2999,198005030,1,B2986,INSTITUTE NACIONAL DE VIVIENDA,INAVI,DOMINICAN REPUBLIC,DOM,S95,,,0
3000,198005031,1,B3091,ISTITUTO MOBILIARE ITALIANO,IMI,ITALY,ITA,O84,,,0
3001,198005032,1,B2529,JUNTA DE DEFENSA NACIONAL,,SPAIN,ESP,O84,,,0
3002,198005033,1,B2497,KINGDOM OF MOROCCO,,MOROCCO,MAR,O84,,,0
3003,198005034,1,B3289,KOREA ELECTRIC COMPANY,KECO,KOREA,KOR,D35,,,0
3004,198005035,1,B3290,KOREA EXCHANGE BANK,KEB,KOREA,KOR,K64,,,0
3005,198005036,1,B3569,MANILA ELECTRIC CO,MECO,PHILIPPINES,PHL,D35,,,0
3006,198005037,1,B4040,NORSK HYDRO A/S,,NORWAY,NOR,C32,,,0
3007,198005038,1,B4040,NORSK HYDRO A/S,,NORWAY,NOR,C32,,,0
3008,198005039,1,B4207,OVERSEAS TRUST BANK,,HONG KONG,HKG,K64,,,0
3009,198005040,1,B4526,PT FIVE STAR INDUSTRIES LTD,,INDONESIA,IDN,C32,,,0
3010,198005041,1,B2347,PT GARUDA INDONESIAN AIRWAYS,,INDONESIA,IDN,H51,,,0
3011,198005042,1,B4383,PHILIPPINE ASSOCIATED SMELTING & REFINING CORP,PASAR,PHILIPPINES,PHL,B07,,,0
3012,198005043,1,B2954,PRODUCTOS PIRELLI,,ARGENTINA,ARG,C29,,,0
3013,198005044,1,B4683,REPUBLIC TELEPHONE COMPANY INC,,PHILIPPINES,PHL,J61,,,3
3014,198005045,1,B4677,REPUBLIC OF GABON,,GABON,GAB,O84,,,0
3015,198005046,1,B2487,REPUBLIC OF THE IVORY COAST,,IVORY COAST,CIV,O84,,,0
3016,198005047,1,B5027,SINGAPORE AIRLINES,,SINGAPORE,SGP,H51,,,0
3017,198005048,1,B5106,SOCIETA FINANZIARA SIDENIGICA PER AZIONI SPA,FINSIDER,ITALY,ITA,K64,,,1
3018,198005049,1,B0699,SUOMEN PANKKI-FINLANDS BANK,CENTRAL BANK OF FINLAND,FINLAND,FIN,K64,,,0
3019,198005050,1,B5384,SURA MAHARAS CO LTD,,,,,,,3
3020,198005051,1,B5414,TAIWAN POWER CORPORATION,,TAIWAN,TWN,D35,,,0
3021,198005052,1,B4364,THE PETROLEUM AUTHORITY OF THAILAND,PTT,THAILAND,THA,D35,,,0
3022,198005053,1,B5972,WHITTAKER CORPORATION,,UNITED STATES,USA,C27,,,0
3023,198006001,1,B0095,AFRICAN DEVELOPMENT BANK,ADB,SUPRANATIONAL,,U99,,,2
3024,198006002,1,B2867,AIR IBERIA,,SPAIN,ESP,H51,,,0
3025,198006003,1,B0403,ASSOCIATED HOTELS LTD,,HONG KONG,HKG,I55,,,0
3026,198006004,1,B0403,ASSOCIATED HOTELS LTD,,HONG KONG,HKG,I55,,,0
3027,198006005,1,B0474,AUTOPISTAS DEL ATLANTICO DE LA CORUNA,,SPAIN,ESP,F42,,,0
3028,198006006,1,B0642,BANCO O'HIGGINS,,CHILE,CHL,K64,,,0
3029,198006007,1,B0605,BANCO HIPOTECARIO NACIONAL,,PANAMA,PAN,K66,,,0
3030,198006008,1,B0588,BANCO DI SANTO SPIRITO,,ITALY,ITA,K64,,,1
3031,198006009,1,B0592,BANCO DO COMMERCIO E INDUSTRIA DE SAO PAULO SA,,BRAZIL,BRA,K64,,,0
3032,198006010,1,B0671,BANITA SISAL ESTATE LTD,,KENYA,KEN,L68,,,1
3033,198006011,1,B0683,BANK HANDLOWY W WARSZAWIE SA,,POLAND,POL,K64,,,0
3034,198006012,1,B0677,BANK OF AGRICULTURE AND FOOD INDUSTRIES,BAFD,,,,,,3
3035,198006013,1,B1087,CARBONES DE BERGA SA,,SPAIN,ESP,B05,,,0
3036,198006014,1,B1219,CESKOSLOVENSKA OBCHODNL BANKA,,CZECHOSLOVAKIA,CSK,K64,,,0
3037,198006015,1,B1589,CORPORADON VENEZOLANA DE FOMENTO,CVF,SPAIN,ESP,K64,,,1
3038,198006016,1,B1709,DANSK EXPORTFINANSIERINGSFOND,,DENMARK,DNK,,,,1
3039,198006017,1,B3554,DEVELOPMENT CORPORATION OF MALAWI,,MALAWI,MWI,O84,,,1
3040,198006018,1,B2100,EUROVIAS CONCESIONARIA ESPANOLA DE AUTOPISTAS SA,,SPAIN,ESP,F42,,,0
3041,198006019,1,B2100,EUROVIAS CONCESIONARIA ESPANOLA DE AUTOPISTAS SA,,SPAIN,ESP,F42,,,0
3042,198006020,1,B2194,FINANCIERA NACIONAL AZNEARERA SA,FINASA,MEXICO,MEX,K64,,,3
3043,198006021,1,B2317,FUERZAS ELECTRICAS DEL NOROESTE SA,FENOSA,SPAIN,ESP,D35,,,0
3044,198006022,1,B2543,"HH SHEIKH SULTAN BIN MOHAMED AL-QASIMI, RULER OF THE EMIRATE OF SHARJAH",,UNITED ARAB EMIRATES,ARE,O84,,,1
3045,198006023,1,B2923,INDUSTRIAL CREDIT & INVESTMENT CORP OF INDIA,ICICI,INDIA,IND,K64,,,0
3046,198006024,1,B2923,INDUSTRIAL CREDIT & INVESTMENT CORP OF INDIA,ICICI,INDIA,IND,K64,,,0
3047,198006025,1,B2451,KINGDOM OF BELGIUM,,BELGIUM,BEL,O84,,,0
3048,198006026,1,B2466,KINGDOM OF DENMARK,,DENMARK,DNK,O84,,,0
3049,198006027,1,B3870,NATIONAL BANK OF HUNGARY,MAGYAR NEMZETI BANK,HUNGARY,HUN,K64,,,0
3050,198006028,1,B4543,PT PERKASA AGUNG UTAMA,,INDONESIA,IDN,B08,,,0
3051,198006029,1,B4360,PETROLEO BRASUEIRO SA,PETROBRAS,BRAZIL,BRA,C19,,,0
3052,198006030,1,B4392,PHILIPPINE STEEL COATING CORPORATION,PHILSTEEL,PHILIPPINES,PHL,C32,,,0
3053,198006031,1,B4392,PHILIPPINE STEEL COATING CORPORATION,PHILSTEEL,PHILIPPINES,PHL,C32,,,0
3054,198006032,1,B4392,PHILIPPINE STEEL COATING CORPORATION,PHILSTEEL,PHILIPPINES,PHL,C32,,,0
3055,198006033,1,B4392,PHILIPPINE STEEL COATING CORPORATION,PHILSTEEL,PHILIPPINES,PHL,C32,,,0
3056,198006034,1,B4392,PHILIPPINE STEEL COATING CORPORATION,PHILSTEEL,PHILIPPINES,PHL,C32,,,0
3057,198006035,1,B4570,PUGET SOUND POWER & LIGHT CO,,UNITED STATES,USA,D35,,,0
3058,198006036,1,B4681,REPUBLIC OF PANAMA,,PANAMA,PAN,O84,,,0
3059,198006037,1,B2547,REPUBLIC OF URUGUAY,,URUGUAY,URY,O84,,,0
3060,198006038,1,B5316,STATOIL,,NORWAY,NOR,C19,,,0
3061,198006039,1,B5560,TOFTE CELLULOSEFABRIKK A/S & CO,,NORWAY,NOR,C17,,,1
3062,198006040,1,B5560,TOFTE CELLULOSEFABRIKK A/S & CO,,NORWAY,NOR,C17,,,1
3063,198006041,1,B5577,TORRAS HOSTENCH OF BARCELONA,,SPAIN,ESP,C17,,,0
3064,198006042,1,B5592,TRADE DEVELOPMENT BANK HOLDINGS SA,,LUXEMBOURG,LUX,U99,,,2
3065,198006043,1,B5607,TRANSMEDITERRANEAN PIPEIINE CO,,ALGERIA,DZA,F42,,,0
3066,198006044,1,B5607,TRANSMEDITERRANEAN PIPELINE CO,,ALGERIA,DZA,F42,,,0
3067,198006045,1,B3507,THE LOHNRHO GROUP,,UNITED KINGDOM,GBR,K64,,,0
3068,198007001,1,B1003,ADMINISTRACION Y FOMENTO ELECTRICO,CADAFE,VENEZUELA,VEN,D35,,,0
3069,198007002,1,B0132,AIR LANKA,,SRI LANKA,LKA,H51,,,0
3070,198007003,1,B0031,AL-BABTAIN CO,,KUWAIT,KWT,D35,,,0
3071,198007004,1,B0408,ASSOCIATES CORPORATION OF NORTH AMERICA,,UNITED STATES,USA,K64,,,0
3072,198007005,1,B0471,AUTOPISTAS VASCO ARAGONESA SA,AVASA,SPAIN,ESP,H49,,,1
3073,198007006,1,B0570,BANCA DE LA PROVINCIA DE BUENOS AIRES,,ARGENTINA,ARG,K64,,,0
3074,198007007,1,B0548,BANCO COMERCIAL DEL NORTE,,ARGENTINA,ARG,K64,,,0
3075,198007008,1,B0626,BANCO NACIONAL DE AHORRO Y PRESTAMO,BANAP,VENEZUELA,VEN,K64,,,0
3076,198007009,1,B0634,BANCO NACIONAL DO DESENVOLVIMENTO ECONOMICO,BNDE,BRAZIL,BRA,O84,,,0
3077,198007010,1,B0634,BANCO NACIONAL DO DESENVOLVIMENTO ECONOMICO,BNDE,BRAZIL,BRA,O84,,,0
3078,198007011,1,B0578,BANCO DE SANTIAGO,,CHILE,CHL,K64,,,0
3079,198007012,1,B1062,CANADIAN CO-OPERATIVE CREDIT SOCIETY LTD,,CANADA,CAN,K64,,,0
3080,198007013,1,B0701,CENTRAL BANK OF GREECE,,GREECE,GRC,K64,,,0
3081,198007014,1,B0685,CENTRAL BANK OF INDONESIA,,INDONESIA,IDN,K64,,,0
3082,198007015,1,B1440,CIA FINANCIAMENTI E REFINANDAMENTI SPA,COFIRI,ITALY,ITA,K64,,,0
