OG_INDEX,PKGID,ORDER,BORROWERID,BORROWER,CLEAN_BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC,TYPE,PURPOSE,CLUSTER
9020,198603047,1,B5223,SOUTH STAFFORDSHIRE WATER WORKS CO,SOUTH STAFFORDSHIRE WATER WORKS CO,,UNITED KINGDOM,GBR,,,,8160
9021,198603048,1,B5540,THOMSON NORTH SEA LTD,THOMSON NORTH SEA LTD,,UNITED KINGDOM,GBR,,,,7821
9022,198603049,1,B0419,ATLANTIC COUNTY IMPROVEMENT AUTHORITY,ATLANTIC COUNTY IMPROVEMENT AUTHORITY,,UNITED STATES,USA,K64,,,2582
9023,198603050,1,B0762,BASIN ELECTRIC POWER CO-OPERATIVE,BASIN ELECTRIC POWER COOPERATIVE,,UNITED STATES,USA,D35,,,8450
9024,198603051,1,B1078,CAPITAL HOLDING CORP,CAPITAL HOLDING CORP,,UNITED STATES,USA,K64,,,4872
9025,198603052,1,B2040,EQUITABLE LIFE ASSURANCE SOCIETY OF THE UNITED STATES,EQUITABLE LIFE ASSURANCE SOCIETY UNITED STATES,,UNITED STATES,USA,K65,,,7331
9026,198603053,1,B3227,KENTUCKY DEVELOPMENT FINANCE AUTHOIRTY,KENTUCKY DEVELOPMENT FINANCE AUTHOIRTY,,UNITED STATES,USA,K64,,,8291
9027,198603054,1,B3794,MONTANA HEALTH FACILITY AUTHORITY,MONTANA HEALTH FACILITY AUTHORITY,,UNITED STATES,USA,,,,2580
9028,198603055,1,B4066,NORTHERN INDIANA PUBLIC SERVICE COMPANY,NORTHERN INDIANA PUBLIC SERVICE COMPANY,,UNITED STATES,USA,D35,,,7371
9029,198603056,1,B5522,PILLSBURY CO,PILLSBURY CO,,UNITED STATES,USA,C10,,,8204
9030,198603057,1,B4458,PORTLAND GENERAL ELECTRIC COMPANY,PORTLAND GENERAL ELECTRIC COMPANY,,UNITED STATES,USA,D35,,,8786
9031,198603058,1,B4458,PORTLAND GENERAL ELECTRIC COMPANY,PORTLAND GENERAL ELECTRIC COMPANY,,UNITED STATES,USA,D35,,,8786
9032,198603059,1,B4468,PPG INDUSTRIES INC,PPG INDUSTRIES INC,,UNITED STATES,USA,C32,,,691
9033,198603060,1,B5227,SOUTH EAST BANKING CORP,SOUTH EAST BANKING CORP,,UNITED STATES,USA,K64,,,4923
9034,198603061,1,B5884,VNESHTORGANK,VNESHTORGANK,,USSR,SUN,K64,,,4318
9035,198604001,1,B1639,CREDIT POPULAIRE D'ALGERIE,CREDIT POPULAIRE DALGERIE,CPA,ALGERIA,DZA,K64,,,6129
9036,198604002,1,B2044,ERARING POWER COMPANY,ERARING POWER COMPANY,,AUSTRALIA,AUS,D35,,,8459
9037,198604003,1,B3864,NATIONAL AUSTRALIA BANK,NATIONAL AUSTRALIA BANK,,AUSTRALIA,AUS,K64,,,6
9038,198604004,1,B5852,VICTORIA TRANSPORT BORROWING AGENCY,VICTORIA TRANSPORT BORROWING AGENCY,,AUSTRALIA,AUS,,,,3388
9039,198604005,1,B2447,GOVERNMENT OF THE COMMONWEALTH OF THE BAHAMAS,GOVERNMENT COMMONWEALTH BAHAMAS,,BAHAMAS,BHS,O84,,,1883
9040,198604006,1,B2451,KINGDOM OF BELGIUM,KINGDOM BELGIUM,,BELGIUM,BEL,O84,,,658
9041,198604007,1,B0634,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL,BNDES,BRAZIL,BRA,K64,,,10278
9042,198604008,1,B2457,STATE OF MATO GROSSO,STATE MATO GROSSO,,BRAZIL,BRA,O84,,,1906
9043,198604009,1,B2457,STATE OF SANTA CATARINA,STATE SANTA CATARINA,,BRAZIL,BRA,O84,,,1911
9044,198604010,1,B2457,STATE OF SANTA CATARINA,STATE SANTA CATARINA,,BRAZIL,BRA,O84,,,1911
9045,198604011,1,B2457,STATE OF SAO PAULO,STATE SAO PAULO,,BRAZIL,BRA,O84,,,9369
9046,198604012,1,B2615,GUARANTY TRUSTCO LTD,GUARANTY TRUSTCO LTD,,CANADA,CAN,,,,6676
9047,198604013,1,B4967,BEIJING SHANGRI-LA HOTEL,BEIJING SHANGRILA HOTEL,,CHINA,CHN,I55,,,3150
9048,198604014,1,B4912,SEA-CLIFF LTD,SEACLIFF LTD,,CHINA,CHN,H50,,,6363
9049,198604015,1,B1743,DEN DANSKE PROVINSBANK-PROVINSBANKEN,DEN DANSKE PROVINSBANKPROVINSBANKEN,,DENMARK,DNK,K64,,,3465
9050,198604016,1,B2264,FL SMIDTH & CO A S,FL SMIDTH CO A S,,DENMARK,DNK,F42,,,8150
9051,198604017,1,B1192,CENTRALE NUCLEAIRE A NEUTRONS RAPIDS SA,CENTRALE NUCLEAIRE A NEUTRONS RAPIDS SA,NERSA,FRANCE,FRA,,,,9298
9052,198604018,1,B1638,CREDIT NATIONAL,CREDIT NATIONAL,,FRANCE,FRA,K64,,,30
9053,198604019,1,B5149,SOCIETE NATIONALE DES CHEMINS DE FER FRANCAIS,SOCIETE NATIONALE DES CHEMINS DE FER FRANCAIS,,FRANCE,FRA,H49,,,9420
9054,198604020,1,B4996,SHUI ON INVESTMENT COMPANY,SHUI ON INVESTMENT COMPANY,,HONG KONG,HKG,F41,,,7262
9055,198604021,1,B2479,REPUBLIC OF ICELAND,REPUBLIC ICELAND,,ICELAND,ISL,O84,,,560
9056,198604022,1,B0129,AIR INDIA,AIR INDIA,,INDIA,IND,H51,,,6954
9057,198604023,1,B1174,CENTRAL BANK OF INDIA,CENTRAL BANK INDIA,,INDIA,IND,K64,,,256
9058,198604024,1,B4146,OIL AND NATURAL GAS COMMISSION,OIL NATURAL GAS COMMISSION,ONGC,INDIA,IND,D35,,,8818
9059,198604025,1,B4524,PT DAYA TURANGGA,PT DAYA TURANGGA,,INDONESIA,IDN,,,,2867
9060,198604026,1,B4679,REPUBLIC OF INDONESIA,REPUBLIC INDONESIA,,INDONESIA,IDN,O84,,,551
9061,198604027,1,B0410,ASTALDI ESTERO SPA,ASTALDI ESTERO SPA,,ITALY,ITA,F41,,,1496
9062,198604028,1,B0425,ATURIA SPA,ATURIA SPA,,ITALY,ITA,C28,,,1526
9063,198604029,1,B1111,CASSA DI RISPARMIO DELLE PROVINCIE LOMBARDE,CASSA DI RISPARMIO DELLE PROVINCIE LOMBARDE,CARIPLO,ITALY,ITA,K64,,,1764
9064,198604030,1,B2026,ENTE NAZIONALE PER L'ENERGIA ELETTRICA,ENTE NAZIONALE PER LENERGIA ELETTRICA,ENEL,ITALY,ITA,D35,,,1639
9065,198604031,1,B2026,ENTE NAZIONALE PER L'ENERGIA ELETTRICA,ENTE NAZIONALE PER LENERGIA ELETTRICA,ENEL,ITALY,ITA,D35,,,1639
9066,198604032,1,B3079,ISTITUTO BANCARIO SAN PAOLO DI TORINO,ISTITUTO BANCARIO SAN PAOLO DI TORINO,,ITALY,ITA,K64,,,1836
9067,198604033,1,B3091,ISTITUTO MOBILIARE ITALIANO,ISTITUTO MOBILIARE ITALIANO,IMI,ITALY,ITA,K64,,,1447
9068,198604034,1,B3091,ISTITUTO MOBILIARE ITALIANO,ISTITUTO MOBILIARE ITALIANO,IMI,ITALY,ITA,K64,,,1447
9069,198604035,1,B3091,ISTITUTO MOBILIARE ITALIANO,ISTITUTO MOBILIARE ITALIANO,IMI,ITALY,ITA,K64,,,1447
9070,198604035,2,B3096,ISTITUTO PER LO SVILUPPO ECONOMICO DELL'ITALIA MERIDIONALE,ISTITUTO PER LO SVILUPPO ECONOMICO DELLITALIA MERIDIONALE,,ITALY,ITA,K64,,,1632
9071,198604036,1,B2954,PIRELLI SPA,PIRELLI SPA,,ITALY,ITA,K64,,,1472
9072,198604037,1,B2525,REPUBLICA DI SAN MARINO,REPUBLICA DI SAN MARINO,,ITALY,ITA,O84,,,1775
9073,198604037,2,B0491,AZIENDA AUTONOMA DI STATO PER I SERVIZI PUBBLICI,AZIENDA AUTONOMA DI STATO PER I SERVIZI PUBBLICI,AASS,ITALY,ITA,D35,,,1773
9074,198604038,1,B4796,SOCIETA PER AZIONI FINANZIARIA INDUSTRIA MANUFACTURERS,SOCIETA PER AZIONI FINANZIARIA INDUSTRIA MANUFACTURERS,SAFIM,ITALY,ITA,,,,1621
9075,198604039,1,B4804,SAITAMA BANK,SAITAMA BANK,,JAPAN,JPN,K64,,,373
9076,198604040,1,B5359,SUMITOMO TRUST & BANKING COMPANY,SUMITOMO TRUST BANKING COMPANY,,JAPAN,JPN,K64,,,8510
9077,198604041,1,B2490,REPUBLIC OF KENYA,REPUBLIC KENYA,,KENYA,KEN,O84,,,621
9078,198604041,2,B3234,KERIO VALLEY DEVELOPMENT AUTHORITY,KERIO VALLEY DEVELOPMENT AUTHORITY,,KENYA,KEN,O84,,,8304
9079,198604042,1,B2490,REPUBLIC OF KENYA,REPUBLIC KENYA,,KENYA,KEN,O84,,,621
9080,198604042,2,B3234,KERIO VALLEY DEVELOPMENT AUTHORITY,KERIO VALLEY DEVELOPMENT AUTHORITY,,KENYA,KEN,O84,,,8304
9081,198604043,1,B2864,HYUNDAI ENGINEERING & CONSTRICTION COMPANY,HYUNDAI ENGINEERING CONSTRICTION COMPANY,,KOREA,KOR,F41,,,8718
9082,198604044,1,B3289,KOREA ELECTRIC POWER CORP,KOREA ELECTRIC POWER CORP,KEPCO,KOREA,KOR,D35,,,8394
9083,198604045,1,B1532,CONSOLIDATED CONTRACTORS INTERNATIONAL COMPANY,CONSOLIDATED CONTRACTORS INTERNATIONAL COMPANY,CCC,LEBANON,LBN,F41,,,5499
9084,198604046,1,B0741,BANQUE MAROCAINE DE COMMERCE EXTERIEUR,BANQUE MAROCAINE DE COMMERCE EXTERIEUR,,MOROCCO,MAR,K64,,,9671
9085,198604047,1,B0149,AKZO NV,AKZO NV,,NETHERLANDS,NLD,C20,,,2493
9086,198604048,1,B0177,ALGEMENE BANK NEDERLAND,ALGEMENE BANK NEDERLAND,,NETHERLANDS,NLD,K64,,,498
9087,198604049,1,B0276,AMSTERDAM-ROTTERDAM BANK NV,AMSTERDAMROTTERDAM BANK NV,,NETHERLANDS,NLD,K64,,,437
9088,198604050,1,B1739,DELTA LLOYD VERZEKERINGSGROEP NV,DELTA LLOYD VERZEKERINGSGROEP NV,,NETHERLANDS,NLD,K64,,,2551
9089,198604051,1,B3325,NEDERLANDSE CREDIETBANK NV,NEDERLANDSE CREDIETBANK NV,,NETHERLANDS,NLD,,,,2521
9090,198604052,1,B4603,RABOBANK NEDERLAND,RABOBANK NEDERLAND,,NETHERLANDS,NLD,K64,,,3762
9091,198604053,1,B4042,NORSK LEADING & FACTORING A/S,NORSK LEADING FACTORING AS,LEFAC,NORWAY,NOR,,,,2058
9092,198604054,1,B2555,REPUBLIC OF PORTUGAL,REPUBLIC PORTUGAL,,PORTUGAL,PRT,O84,,,556
9093,198604055,1,B3780,MOHAMED BINLADIN ORGANIZATION,MOHAMED BINLADIN ORGANIZATION,MBLO,SAUDI ARABIA,SAU,,,,3564
9094,198604056,1,B4864,SAUDI CABLE CO,SAUDI CABLE CO,,SAUDI ARABIA,SAU,J61,,,8164
9095,198604057,1,B2097,EUROPISTAS CONCESIONARIA ESPANOLA SA,EUROPISTAS CONCESIONARIA ESPANOLA SA,,SPAIN,ESP,F41,,,8949
9096,198604058,1,B2100,EUROVIAS CONCESIONARIA ESPANOLA DE AUTOPISTAS SA,EUROVIAS CONCESIONARIA ESPANOLA DE AUTOPISTAS SA,,SPAIN,ESP,F41,,,8919
9097,198604059,1,B5889,AB VOLVO,AB VOLVO,,SWEDEN,SWE,C29,,,2271
9098,198604060,1,B4418,PKBANKEN,PKBANKEN,,SWEDEN,SWE,K64,,,3514
9099,198604061,1,B0093,AM RE/AETNA HOLIDNGS COMPANY,AM REAETNA HOLIDNGS COMPANY,,UNITED KINGDOM,GBR,Q86,,,8656
9100,198604062,1,B0800,BELL GROUP INTERNATIONAL LTD,BELL GROUP INTERNATIONAL LTD,,UNITED KINGDOM,GBR,G47,,,5396
9101,198604062,2,B0400,ASSOCIATED COMMUNICATIONS CORP PLC,ASSOCIATED COMMUNICATIONS CORP PLC,,UNITED KINGDOM,GBR,D35,,,5244
9102,198604063,1,B1256,CHELSEA BUILDING SOCIETY,CHELSEA BUILDING SOCIETY,,UNITED KINGDOM,GBR,K64,,,2347
9103,198604064,1,B3702,METROPOLITAN ESTATES AND PROPERTY INTERNATIONAL NV,METROPOLITAN ESTATES PROPERTY INTERNATIONAL NV,,UNITED KINGDOM,GBR,L68,,,5397
9104,198604065,1,B4086,NORWICH UNION INSURANCE GROUP,NORWICH UNION INSURANCE GROUP,,UNITED KINGDOM,GBR,K65,,,1444
9105,198604066,1,B5896,WALES CITY OF LONDON PROPERTIES PLC,WALES CITY LONDON PROPERTIES PLC,,UNITED KINGDOM,GBR,,,,2479
9106,198604067,1,B5926,WELBECK FINANCE PLC,WELBECK FINANCE PLC,,UNITED KINGDOM,GBR,K64,,,6012
9107,198604068,1,B0805,BENEFICIAL CORPORATION,BENEFICIAL CORPORATION,,UNITED STATES,USA,K64,,,5813
9108,198604069,1,B1347,CIT FINANCIAL CORP,CIT FINANCIAL CORP,,UNITED STATES,USA,K64,,,4846
9109,198604070,1,B2375,GENERAL ELECTRIC COMPANY,GENERAL ELECTRIC COMPANY,,UNITED STATES,USA,C32,,,8787
9110,198604071,1,B4326,VARIOUS SUBSIDIARIES OF PEPSICO INC,VARIOUS SUBSIDIARIES PEPSICO INC,,UNITED STATES,USA,,,,826
9111,198604072,1,B0679,VNESHTORGBANK,VNESHTORGBANK,,USSR,SUN,K64,,,2360
9112,198605001,1,B0735,BANQUE EXTERIEURE D'ALGERIE,BANQUE EXTERIEURE DALGERIE,,ALGERIA,DZA,K64,,,9412
9113,198605002,1,B0208,ALPARGATAS SAIC,ALPARGATAS SAIC,,ARGENTINA,ARG,C13,,,3308
9114,198605003,1,B4502,SIDERCA SAIC,SIDERCA SAIC,,ARGENTINA,ARG,B07,,,3312
9115,198605004,1,B2234,FIRST NATIONAL LTD,FIRST NATIONAL LTD,,AUSTRALIA,AUS,K64,,,86
9116,198605005,1,B3981,NEWS AMERICA HOLDINGS INC,NEWS AMERICA HOLDINGS INC,,AUSTRALIA,AUS,J58,,,6887
9117,198605006,1,B5137,SOCIETE GENERALE AUSTRALIA LTD,SOCIETE GENERALE AUSTRALIA LTD,,AUSTRALIA,AUS,K64,,,9490
9118,198605007,1,B5764,UNITED PERMANENT BUILDING SOCIETY,UNITED PERMANENT BUILDING SOCIETY,,AUSTRALIA,AUS,,,,2321
9119,198605008,1,B2451,KINGDOM OF BELGIUM,KINGDOM BELGIUM,,BELGIUM,BEL,O84,,,658
9120,198605009,1,B2119,F & T SHANGHAI HOTEL ASSOCIATES LTD,F T SHANGHAI HOTEL ASSOCIATES LTD,,CHINA,CHN,,,,6494
9121,198605010,1,B3203,KANSALLIS-OSAKE-PANKKI,KANSALLISOSAKEPANKKI,KOP,FINLAND,FIN,K64,,,3916
9122,198605011,1,B1634,CREDIT FONCIER DE FRANCE,CREDIT FONCIER DE FRANCE,,FRANCE,FRA,K64,,,6130
9123,198605012,1,B5147,SOCIETE LYONNAISE DE BANQUE,SOCIETE LYONNAISE DE BANQUE,,FRANCE,FRA,,,,9669
9124,198605013,1,B5149,SOCIETE NATIONALE DES CHEMINS DE FER,SOCIETE NATIONALE DES CHEMINS DE FER,SNCF,FRANCE,FRA,H49,,,9421
9125,198605014,1,B2952,INDUSTRIEKREDITBANK AG-DEUTSCHE INDUSTRIEBANK,INDUSTRIEKREDITBANK AGDEUTSCHE INDUSTRIEBANK,IKB,WEST GERMANY,DEU,K64,,,4611
9126,198605015,1,B4018,NORDDEUTSCHE LANDESBANK,NORDDEUTSCHE LANDESBANK,NORDLB,WEST GERMANY,DEU,K64,,,3416
9127,198605016,1,B0701,BANK OF GREECE,BANK GREECE,,GREECE,GRC,K64,,,540
9128,198605017,1,B3740,MILLION SUCCESS LTD,MILLION SUCCESS LTD,,HONG KONG,HKG,G46,,,6657
9129,198605018,1,B0129,AIR INDIA,AIR INDIA,,INDIA,IND,H51,,,6954
9130,198605019,1,B0129,AIR INDIA,AIR INDIA,,INDIA,IND,H51,,,6954
9131,198605020,1,B0129,AIR INDIA,AIR INDIA,,INDIA,IND,H51,,,6954
9132,198605021,1,B0129,AIR INDIA,AIR INDIA,,INDIA,IND,H51,,,6954
9133,198605022,1,B2907,INDIAN OVERSEAS BANK,INDIAN OVERSEAS BANK,,INDIA,IND,K64,,,465
9134,198605023,1,B2926,INDUSTRIAL DEVELOPMENT BANK OF INDIA,INDUSTRIAL DEVELOPMENT BANK INDIA,IDBI,INDIA,IND,K64,,,221
9135,198605024,1,B5354,GOLAR GAS CRYOGENICS INC,GOLAR GAS CRYOGENICS INC,,INDONESIA,IDN,H50,,,836
9136,198605025,1,B4679,REPUBLIC OF INDONESIA,REPUBLIC INDONESIA,,INDONESIA,IDN,O84,,,551
9137,198605026,1,B1924,ELECTRICITY SUPPLY BOARD,ELECTRICITY SUPPLY BOARD,ESB,IRELAND,IRL,D35,,,1955
9138,198605027,1,B2484,REPUBLIC OF IRELAND,REPUBLIC IRELAND,,IRELAND,IRL,O84,,,558
9139,198605028,1,B0518,BANCA COMMERCIALE ITALIANA,BANCA COMMERCIALE ITALIANA,,ITALY,ITA,K64,,,1674
9140,198605029,1,B0587,BANCO DI ROMA,BANCO DI ROMA,,ITALY,ITA,K64,,,10308
9141,198605030,1,B1938,ELETTRO MECCANICA UMBRA SPA,ELETTRO MECCANICA UMBRA SPA,EMU,ITALY,ITA,,,,1572
9142,198605031,1,B2486,REPUBLIC OF ITALY,REPUBLIC ITALY,,ITALY,ITA,O84,,,612
9143,198605032,1,B2781,HONDA INTERNATIONAL FINANCE BV,HONDA INTERNATIONAL FINANCE BV,,JAPAN,JPN,K64,,,5517
9144,198605033,1,B2864,HYUNDAI ENGINEERING & CONSTRUCTION COMPANY,HYUNDAI ENGINEERING CONSTRUCTION COMPANY,,KOREA,KOR,F41,,,8714
9145,198605034,1,B3298,KOREA KUWAIT BANKING CORP,KOREA KUWAIT BANKING CORP,,KOREA,KOR,,,,8395
9146,198605035,1,B4331,PERBUDANAM NASIONAL,PERBUDANAM NASIONAL,PERNAS GROUP,MALAYSIA,MYS,,,,3177
9147,198605036,1,B4331,PERBUDANAM NASIONAL,PERBUDANAM NASIONAL,PERNAS GROUP,MALAYSIA,MYS,,,,3177
9148,198605037,1,B3808,MORGAN BANK NEDERLAND NV,MORGAN BANK NEDERLAND NV,,NETHERLANDS,NLD,,,,435
9149,198605038,1,B0135,AIR NEW ZEALAND,AIR NEW ZEALAND,,NEW ZEALAND,NZL,H51,,,5594
9150,198605039,1,B3949,NEVI A/S,NEVI AS,,NORWAY,NOR,,,,2099
9151,198605040,1,B4030,NORGES SKIBSHYPOTEK A/S,NORGES SKIBSHYPOTEK AS,,NORWAY,NOR,,,,2075
9152,198605041,1,B4581,QATAR PETROCHEMICAL COMPANY SAQ,QATAR PETROCHEMICAL COMPANY SAQ,QAPCO,QATAR,QAT,C19,,,8537
9153,198605042,1,B1303,CHUAN HUP MARINE LTD,CHUAN HUP MARINE LTD,,SINGAPORE,SGP,K64,,,6429
9154,198605043,1,B1693,DAISY BULK CARRIER PTE LTD,DAISY BULK CARRIER PTE LTD,,SINGAPORE,SGP,,,,6515
9155,198605044,1,B4196,OUB CENTRE PTE LTD,OUB CENTRE PTE LTD,,SINGAPORE,SGP,L68,,,6514
9156,198605045,1,B0098,AGA AB,AGA AB,,SWEDEN,SWE,D35,,,2269
9157,198605046,1,B0098,AGA AB,AGA AB,,SWEDEN,SWE,D35,,,2269
9158,198605047,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,,,659
9159,198605048,1,B3947,NESTLE CAPITAL CORP,NESTLE CAPITAL CORP,,SWITZERLAND,CHE,C10,,,4887
9160,198605049,1,B0710,BANK OF THAILAND,BANK THAILAND,,THAILAND,THA,K64,,,337
9161,198605050,1,B0230,AMARI PLC,AMARI PLC,,UNITED KINGDOM,GBR,C22,,,1201
9162,198605051,1,B0768,BAT INDUSTRIES PLC,BAT INDUSTRIES PLC,,UNITED KINGDOM,GBR,C12,,,6732
9163,198605052,1,B0901,BP CAPITAL NV,BP CAPITAL NV,,UNITED KINGDOM,GBR,K64,,,2507
9164,198605053,1,B2545,SOUTH TYNESIDE METROPOLITAN COUNCIL,SOUTH TYNESIDE METROPOLITAN COUNCIL,,UNITED KINGDOM,GBR,O84,,,3026
9165,198605054,1,B5295,STANDARD LIFE ASSURANCE COMPANY,STANDARD LIFE ASSURANCE COMPANY,,UNITED KINGDOM,GBR,K64,,,8625
9166,198605055,1,B5544,THORN-EMI,THORNEMI,,UNITED KINGDOM,GBR,J59,,,4691
9167,198605056,1,B3986,ASPRO NICHOLAS HOLDINGS INC,ASPRO NICHOLAS HOLDINGS INC,,UNITED STATES,USA,K64,,,6881
9168,198605057,1,B0798,BELL & HOWELL COMPANY,BELL HOWELL COMPANY,,UNITED STATES,USA,C28,,,8688
9169,198605058,1,B2365,GENCORP,GENCORP,,UNITED STATES,USA,C22,,,4319
9170,198605059,1,B2809,HOSPITAL CORPORATION OF AMERICA,HOSPITAL CORPORATION AMERICA,HCA,UNITED STATES,USA,Q86,,,5889
9171,198605060,1,B3020,IBM CREDIT CORP,IBM CREDIT CORP,,UNITED STATES,USA,K64,,,6148
9172,198605061,1,B3020,IBM CREDIT CORP,IBM CREDIT CORP,,UNITED STATES,USA,K64,,,6148
9173,198605062,1,B3016,INTERNATIONAL BANK FOR ECONOMIC COOPERATION,INTERNATIONAL BANK ECONOMIC COOPERATION,IBEC,USSR,SUN,K64,,,262
9174,198605063,1,B0679,VNESHTORGBANK,VNESHTORGBANK,,USSR,SUN,K64,,,2360
9175,198606001,1,B0725,BANQUE ALGERIENNE DE DEVELOPPEMENT,BANQUE ALGERIENNE DE DEVELOPPEMENT,BAD,ALGERIA,DZA,K64,,,9657
9176,198606002,1,B0434,AUSSAT FINANCE CO,AUSSAT FINANCE CO,,AUSTRALIA,AUS,,,,7979
9177,198606003,1,B4343,PERTH BUILDING SOCIETY,PERTH BUILDING SOCIETY,,AUSTRALIA,AUS,K64,,,2345
9178,198606004,1,B6073,ZENTRALSPARKASSE UND KOMMZERIALBANK,ZENTRALSPARKASSE UND KOMMZERIALBANK,,AUSTRIA,AUT,,,,4067
9179,198606005,1,B2633,GULL INTERNATIONAL BANK BSC,GULL INTERNATIONAL BANK BSC,,BAHRAIN,BHR,K64,,,273
9180,198606006,1,B2451,KINGDOM OF BELGIUM,KINGDOM BELGIUM,,BELGIUM,BEL,O84,,,658
9181,198606007,1,B0981,BULGARIAN FOREIGN TRADE BANK,BULGARIAN FOREIGN TRADE BANK,,BULGARIA,BGR,K64,,,173
9182,198606008,1,B0981,BULGARIAN FOREIGN TRADE BANK,BULGARIAN FOREIGN TRADE BANK,,BULGARIA,BGR,K64,,,173
9183,198606009,1,B2460,CITY OF WINNIPEG,CITY WINNIPEG,,CANADA,CAN,O84,,,2391
9184,198606010,1,B2888,IMASCO LTD,IMASCO LTD,,CANADA,CAN,C12,,,6325
9185,198606011,1,B2460,PROVINCE OF NEW BRUNSWICK,PROVINCE NEW BRUNSWICK,,CANADA,CAN,O84,,,2702
9186,198606012,1,B0694,BANK OF CHINA,BANK CHINA,,CHINA,CHN,K64,,,543
9187,198606013,1,B0694,BANK OF CHINA,BANK CHINA,,CHINA,CHN,K64,,,543
9188,198606014,1,B2806,HOPEWELL POWER (CHINA) LTD,HOPEWELL POWER CHINA LTD,,CHINA,CHN,L68,,,6246
9189,198606015,1,B6019,XING XIA GO LTD,XING XIA GO LTD,,CHINA,CHN,,,,6588
9190,198606016,1,B0286,ANDELSBANKEN AS,ANDELSBANKEN AS,,DENMARK,DNK,K64,,,2103
9191,198606017,1,B1710,DANSK LANDBRUGS GROVVARESELSKAB AMBA,DANSK LANDBRUGS GROVVARESELSKAB AMBA,DLG,DENMARK,DNK,C10,,,3078
9192,198606018,1,B2212,FINNCELL,FINNCELL,,FINLAND,FIN,,,,4144
9193,198606019,1,B1916,ELECTRICITE DE FRANCE,ELECTRICITE DE FRANCE,EDF,FRANCE,FRA,D35,,,10591
9194,198606020,1,B3326,KREDITANSTALT FUR WIEDERAUFBAU,KREDITANSTALT FUR WIEDERAUFBAU,KFW,WEST GERMANY,DEU,K64,,,3659
9195,198606021,1,B2474,GREEK STATE (ACTING THROUGH MINISTRY OF FINANCE),GREEK STATE ACTING THROUGH MINISTRY FINANCE,,GREECE,GRC,O84,,,6102
9196,198606022,1,B2718,HENDERSON PROPERTY FINANCE LTD,HENDERSON PROPERTY FINANCE LTD,,HONG KONG,HKG,L68,,,5951
9197,198606023,1,B3072,IRISH AEROSPACE LTD,IRISH AEROSPACE LTD,,IRELAND,IRL,,,,6611
9198,198606024,1,B2026,ENTE NAZIONALE PER L'ENERGIA ELETTRICA,ENTE NAZIONALE PER LENERGIA ELETTRICA,ENEL,ITALY,ITA,D35,,,1639
9199,198606025,1,B2026,ENTE NAZIONALE PER L'ENERGIA ELETTRICA,ENTE NAZIONALE PER LENERGIA ELETTRICA,ENEL,ITALY,ITA,D35,,,1639
9200,198606026,1,B2173,FERROVIE DELLO STATO,FERROVIE DELLO STATO,,ITALY,ITA,H49,,,2676
9201,198606027,1,B3091,IMI COMMERCIAL PAPER INC,IMI COMMERCIAL PAPER INC,,ITALY,ITA,,,,785
9202,198606028,1,B4097,NUOVA ITALSIDER SPA,NUOVA ITALSIDER SPA,,ITALY,ITA,,,,1607
9203,198606029,1,B3774,MITSUI & CO EUROPE (NETHERLANDS) BC,MITSUI CO EUROPE NETHERLANDS BC,,JAPAN,JPN,K64,,,8195
9204,198606030,1,B3774,MITSUI & CO (USA),MITSUI CO USA,,JAPAN,JPN,K64,,,8193
9205,198606031,1,B5578,TOSHIBA INTERNATIONAL FINANCE (NETHERLANDS) BV,TOSHIBA INTERNATIONAL FINANCE NETHERLANDS BV,,JAPAN,JPN,K64,,,5514
9206,198606032,1,B6033,YASUDA TRUST & BANKING CO (LONDON),YASUDA TRUST BANKING CO LONDON,,JAPAN,JPN,K64,,,7195
9207,198606033,1,B3232,KENYA PIPELINE CO,KENYA PIPELINE CO,,KENYA,KEN,C18,,,7434
9208,198606034,1,B2864,HYUNDAI HEAVY INDUSTRIES,HYUNDAI HEAVY INDUSTRIES,,KOREA,KOR,C32,,,6729
9209,198606035,1,B3285,KOREA DEVELOPMENT BANK,KOREA DEVELOPMENT BANK,KDB,KOREA,KOR,K64,,,188
9210,198606036,1,B0728,BANQUE CENTRALE DE LA REPUBLIQUE MALGACHE,BANQUE CENTRALE DE LA REPUBLIQUE MALGACHE,,MADAGASCAR,MDG,K64,,,9777
9211,198606037,1,B1775,DEVELOPMENT FINANCE CORPORATION OF NEW ZEALAND,DEVELOPMENT FINANCE CORPORATION NEW ZEALAND,,NEW ZEALAND,NZL,K64,,,5639
9212,198606038,1,B2259,FLETCHER CHALLENGE LTD,FLETCHER CHALLENGE LTD,,NEW ZEALAND,NZL,F41,,,7719
9213,198606039,1,B2501,HER MAJESTY THE QUEEN IN RIGHT OF NEW ZEALAND,HER MAJESTY QUEEN IN RIGHT NEW ZEALAND,,NEW ZEALAND,NZL,O84,,,2691
9214,198606040,1,B3975,NEW ZEALAND SYNTHETIC FUELS CORP,NEW ZEALAND SYNTHETIC FUELS CORP,,NEW ZEALAND,NZL,D35,,,5626
9215,198606041,1,B3969,NZI FINANCIAL CORP,NZI FINANCIAL CORP,,NEW ZEALAND,NZL,K64,,,4849
